Name,G,GS,Rushing_Att,Rushing_Yds,Rushing_TD,Receiving_R/G,Receiving_Y/G,Fmb,AV,Awards,Rushing_1D,Rushing_Succ%,Rushing_Y/A,Rushing_A/G,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_1D,Receiving_Succ%,Receiving_Ctch%,Receiving_Y/Tgt,Age,G_last_season,GS_last_season,Rushing_Att_last_season,Rushing_Yds_last_season,Rushing_TD_last_season,Receiving_Lng,Receiving_R/G_last_season,Receiving_Y/G_last_season,Fmb_last_season,AV_last_season,Awards_last_season,Rushing_1D_last_season,Rushing_Succ%_last_season,Rushing_Lng,Rushing_Y/A_last_season,Rushing_Y/G,Rushing_A/G_last_season,Receiving_Tgt_last_season,Receiving_Rec_last_season,Receiving_Yds_last_season,Receiving_Y/R_last_season,Receiving_TD_last_season,Receiving_1D_last_season,Receiving_Succ%_last_season,Receiving_Ctch%_last_season,Receiving_Y/Tgt_last_season,Signed,Years,Value,Total_GTD
Latavius Murray,122.0,69.0,1310.0,5492.0,49.0,1.5875,11.2375,9.0,47.0,0,295.0,48.5875,4.2875,10.7,244.0,195.0,1369.0,7.1875,2.0,53.0,46.537499999999994,80.6625,5.7875,33,16.0,4.0,79.0,300.0,4.0,22.0,1.1,7.4,1.0,3.0,0,27.0,57.0,29.0,3.8,18.8,4.9,22.0,17.0,119.0,7.0,0.0,7.0,45.5,77.3,5.4,False,0,0,0
Le'Veon Bell,96.0,81.0,1595.0,6554.0,42.0,3.9,31.099999999999998,10.0,68.0,0,362.0,47.2125,3.975,15.950000000000001,502.0,399.0,3289.0,7.800000000000001,9.0,154.0,50.9625,79.4375,6.15,29,8.0,0.0,39.0,101.0,2.0,15.0,0.6,3.8,0.0,0.0,0,9.0,46.2,12.0,2.6,12.6,4.9,7.0,5.0,30.0,6.0,1.0,3.0,42.9,71.4,4.3,False,0,0,0
Leonard Fournette,63.0,52.0,943.0,3810.0,31.0,3.6799999999999997,26.279999999999994,4.0,35.0,0,195.0,47.28,3.96,15.059999999999999,305.0,239.0,1696.0,7.359999999999999,4.0,90.0,50.46,78.85999999999999,5.8,28,2.0,0.0,12.0,40.0,0.0,,0.0,0.0,0.0,0.0,0,2.0,41.7,9.0,3.3,20.0,6.0,0.0,0.0,0.0,,0.0,0.0,,,,True,3,"$21,000,000","$9,000,000"
Malcolm Brown,77.0,5.0,331.0,1313.0,12.0,0.6142857142857142,3.228571428571428,3.0,10.0,0,72.0,45.24285714285714,3.8428571428571425,4.328571428571428,66.0,46.0,337.0,6.8428571428571425,1.0,17.0,43.542857142857144,73.74285714285715,5.014285714285714,29,11.0,0.0,18.0,81.0,1.0,13.0,0.5,3.4,0.0,1.0,0,3.0,33.3,23.0,4.5,7.4,1.6,6.0,5.0,37.0,7.4,0.0,2.0,50.0,83.3,6.2,True,1,"$1,188,000","$76,500"
Malcolm Brown,77.0,5.0,331.0,1313.0,12.0,0.6142857142857142,3.228571428571428,3.0,10.0,0,72.0,45.24285714285714,3.8428571428571425,4.328571428571428,66.0,46.0,337.0,6.8428571428571425,1.0,17.0,43.542857142857144,73.74285714285715,5.014285714285714,29,11.0,0.0,18.0,81.0,1.0,13.0,0.5,3.4,0.0,1.0,0,3.0,33.3,23.0,4.5,7.4,1.6,6.0,5.0,37.0,7.4,0.0,2.0,50.0,83.3,6.2,False,0,0,0
Marlon Mack,47.0,23.0,567.0,2484.0,20.0,1.44,12.379999999999999,3.0,20.0,0,145.0,50.36,4.6,9.84,84.0,57.0,448.0,7.340000000000001,2.0,16.0,45.86,70.28,5.4399999999999995,26,8.0,0.0,16.0,84.0,1.0,66.0,1.0,12.4,0.0,1.0,0,4.0,75.0,17.0,5.3,10.5,2.0,10.0,8.0,99.0,12.4,1.0,2.0,40.0,80.0,9.9,True,1,"$2,000,000","$250,000"
Marlon Mack,47.0,23.0,567.0,2484.0,20.0,1.44,12.379999999999999,3.0,20.0,0,145.0,50.36,4.6,9.84,84.0,57.0,448.0,7.340000000000001,2.0,16.0,45.86,70.28,5.4399999999999995,26,8.0,0.0,16.0,84.0,1.0,66.0,1.0,12.4,0.0,1.0,0,4.0,75.0,17.0,5.3,10.5,2.0,10.0,8.0,99.0,12.4,1.0,2.0,40.0,80.0,9.9,False,0,0,0
Marlon Mack,47.0,23.0,567.0,2484.0,20.0,1.44,12.379999999999999,3.0,20.0,0,145.0,50.36,4.6,9.84,84.0,57.0,448.0,7.340000000000001,2.0,16.0,45.86,70.28,5.4399999999999995,26,8.0,0.0,16.0,84.0,1.0,66.0,1.0,12.4,0.0,1.0,0,4.0,75.0,17.0,5.3,10.5,2.0,10.0,8.0,99.0,12.4,1.0,2.0,40.0,80.0,9.9,False,0,0,0
Matt Breida,64.0,19.0,466.0,2281.0,7.0,1.26,11.02,7.0,21.0,0,98.0,51.2,4.779999999999999,6.959999999999999,108.0,83.0,729.0,9.12,6.0,36.0,55.760000000000005,79.92,7.3,28,17.0,4.0,55.0,151.0,1.0,22.0,1.0,5.2,1.0,1.0,0,7.0,34.5,9.0,2.7,8.9,3.2,21.0,17.0,88.0,5.2,0.0,2.0,19.0,81.0,4.2,True,1,"$1,187,500","$127,500"
Mekhi Sargent,7.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0,1.0,20.0,2.2,0.7,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,24,7.0,0.0,5.0,11.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,20.0,3.0,2.2,1.6,0.7,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,0,0,0
Melvin Gordon,98.0,88.0,1477.0,6144.0,53.0,2.9714285714285715,23.571428571428573,21.0,55.0,0,277.0,40.34285714285714,4.185714285714285,15.071428571428571,380.0,284.0,2244.0,7.642857142857143,14.0,78.0,35.785714285714285,75.65714285714286,5.757142857142857,30,4.0,0.0,26.0,81.0,1.0,23.0,0.8,11.5,1.0,1.0,0,4.0,30.8,22.0,3.1,20.3,6.5,3.0,3.0,46.0,15.3,0.0,3.0,100.0,100.0,15.3,True,1,"$2,500,000","$2,250,000"
Melvin Gordon,98.0,88.0,1477.0,6144.0,53.0,2.9714285714285715,23.571428571428573,21.0,55.0,0,277.0,40.34285714285714,4.185714285714285,15.071428571428571,380.0,284.0,2244.0,7.642857142857143,14.0,78.0,35.785714285714285,75.65714285714286,5.757142857142857,30,4.0,0.0,26.0,81.0,1.0,23.0,0.8,11.5,1.0,1.0,0,4.0,30.8,22.0,3.1,20.3,6.5,3.0,3.0,46.0,15.3,0.0,3.0,100.0,100.0,15.3,True,1,"$2,500,000","$2,250,000"
Mike Davis,79.0,30.0,550.0,2034.0,14.0,1.9285714285714286,12.485714285714286,6.0,21.0,0,104.0,37.6,3.142857142857143,6.742857142857143,214.0,169.0,1062.0,6.285714285714286,4.0,48.0,42.885714285714286,75.11428571428571,4.7,29,8.0,0.0,8.0,18.0,0.0,7.0,0.3,0.5,1.0,0.0,0,1.0,37.5,10.0,2.3,2.3,1.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,100.0,2.0,True,1,"$1,272,500","$152,500"
Mike Davis,79.0,30.0,550.0,2034.0,14.0,1.9285714285714286,12.485714285714286,6.0,21.0,0,104.0,37.6,3.142857142857143,6.742857142857143,214.0,169.0,1062.0,6.285714285714286,4.0,48.0,42.885714285714286,75.11428571428571,4.7,29,8.0,0.0,8.0,18.0,0.0,7.0,0.3,0.5,1.0,0.0,0,1.0,37.5,10.0,2.3,2.3,1.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,100.0,2.0,False,0,0,0
Patrick Laird,37.0,4.0,76.0,244.0,1.0,0.8666666666666667,6.8999999999999995,1.0,4.0,0,13.0,58.93333333333334,4.066666666666666,1.7,45.0,36.0,289.0,7.133333333333333,0.0,18.0,55.56666666666666,86.66666666666667,6.066666666666666,26,6.0,0.0,1.0,4.0,0.0,10.0,0.5,2.8,0.0,0.0,0,0.0,100.0,4.0,4.0,0.7,0.2,3.0,3.0,17.0,5.7,0.0,2.0,66.7,100.0,5.7,False,0,0,0
Peyton Barber,89.0,31.0,700.0,2457.0,21.0,0.8166666666666668,4.916666666666667,6.0,16.0,0,137.0,44.61666666666667,3.5666666666666664,7.683333333333334,98.0,71.0,428.0,5.7,2.0,17.0,40.733333333333334,72.86666666666667,4.266666666666667,27,10.0,1.0,55.0,212.0,2.0,23.0,1.0,6.7,2.0,2.0,0,12.0,47.3,27.0,3.9,21.2,5.5,13.0,10.0,67.0,6.7,0.0,3.0,30.8,76.9,5.2,False,0,0,0
Phillip Lindsay,56.0,33.0,622.0,2799.0,18.0,1.35,8.525,0.0,20.0,0,117.0,43.675,4.25,10.95,114.0,81.0,510.0,6.95,2.0,23.0,47.7,69.35,5.05,28,3.0,0.0,15.0,49.0,0.0,7.0,2.0,6.3,0.0,0.0,0,1.0,20.0,15.0,3.3,16.3,5.0,8.0,6.0,19.0,3.2,0.0,0.0,25.0,75.0,2.4,True,1,"$1,135,000","$25,000"
Phillip Lindsay,56.0,33.0,622.0,2799.0,18.0,1.35,8.525,0.0,20.0,0,117.0,43.675,4.25,10.95,114.0,81.0,510.0,6.95,2.0,23.0,47.7,69.35,5.05,28,3.0,0.0,15.0,49.0,0.0,7.0,2.0,6.3,0.0,0.0,0,1.0,20.0,15.0,3.3,16.3,5.0,8.0,6.0,19.0,3.2,0.0,0.0,25.0,75.0,2.4,False,0,0,0
Qadree Ollison,19.0,0.0,44.0,158.0,5.0,0.19999999999999998,0.7999999999999999,2.0,1.0,0,14.0,65.96666666666667,3.4333333333333336,1.8999999999999997,8.0,5.0,19.0,5.0,0.0,2.0,41.65,58.35,2.75,27,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,True,1,"$1,000,000","$35,000"
Qadree Ollison,19.0,0.0,44.0,158.0,5.0,0.19999999999999998,0.7999999999999999,2.0,1.0,0,14.0,65.96666666666667,3.4333333333333336,1.8999999999999997,8.0,5.0,19.0,5.0,0.0,2.0,41.65,58.35,2.75,27,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,True,1,"$1,000,000","$35,000"
Raheem Mostert,59.0,9.0,284.0,1610.0,11.0,0.5142857142857143,4.8,6.0,14.0,0,68.0,68.76666666666667,6.55,4.0285714285714285,48.0,36.0,361.0,8.966666666666667,3.0,12.0,40.699999999999996,77.83333333333333,6.666666666666667,32,13.0,1.0,85.0,278.0,2.0,25.0,1.5,12.4,2.0,3.0,0,13.0,37.6,21.0,3.3,21.4,6.5,23.0,19.0,161.0,8.5,0.0,10.0,52.2,82.6,7.0,True,1,"$2,125,000","$1,000,000"
Rashaad Penny,37.0,6.0,280.0,1572.0,11.0,0.5,4.625,1.0,12.0,0,63.0,47.95,5.0,7.05,31.0,23.0,206.0,8.9,1.0,9.0,39.0,74.23333333333333,6.6000000000000005,27,3.0,0.0,11.0,33.0,0.0,5.0,0.3,1.7,0.0,0.0,0,1.0,45.5,7.0,3.0,11.0,3.7,1.0,1.0,5.0,5.0,0.0,0.0,100.0,100.0,5.0,True,1,"$5,750,000","$5,070,000"
Ronald Jones II,55.0,25.0,488.0,2174.0,18.0,1.325,9.7,7.0,18.0,0,109.0,49.675,3.85,8.35,104.0,76.0,571.0,6.75,1.0,18.0,41.8,74.725,5.050000000000001,25,6.0,0.0,17.0,70.0,1.0,22.0,0.2,3.7,0.0,1.0,0,4.0,52.9,13.0,4.1,11.7,2.8,1.0,1.0,22.0,22.0,0.0,1.0,100.0,100.0,22.0,True,1,"$1,500,000","$750,000"
Royce Freeman,61.0,8.0,353.0,1356.0,8.0,1.3,7.825,1.0,11.0,0,70.0,43.65,3.925,5.875,99.0,79.0,486.0,6.4,1.0,20.0,47.375,77.7,4.925,27,14.0,0.0,77.0,319.0,2.0,13.0,0.1,0.9,0.0,2.0,0,17.0,51.9,23.0,4.1,22.8,5.5,2.0,1.0,13.0,13.0,0.0,1.0,50.0,50.0,6.5,True,1,"$1,187,500","$1,047,500"
Scottie Phillips,11.0,0.0,8.0,22.0,0.0,0.39999999999999997,1.95,0.0,0.0,0,1.0,41.65,3.35,1.15,4.0,3.0,16.0,5.75,0.0,0.0,66.65,83.35,5.0,24,3.0,0.0,6.0,13.0,0.0,8.0,0.7,3.0,0.0,0.0,0,1.0,33.3,4.0,2.2,4.3,2.0,3.0,2.0,9.0,4.5,0.0,0.0,33.3,66.7,3.0,False,0,0,0
Sony Michel,55.0,35.0,743.0,3137.0,18.0,0.825,7.475,4.0,22.0,0,177.0,50.05,4.5,13.125,73.0,47.0,386.0,9.325,2.0,21.0,51.425,66.25,6.449999999999999,27,10.0,0.0,36.0,106.0,0.0,9.0,0.9,5.3,0.0,1.0,0,8.0,47.2,12.0,2.9,10.6,3.6,13.0,9.0,53.0,5.9,0.0,1.0,38.5,69.2,4.1,True,1,"$1,750,000","$850,000"
Sony Michel,55.0,35.0,743.0,3137.0,18.0,0.825,7.475,4.0,22.0,0,177.0,50.05,4.5,13.125,73.0,47.0,386.0,9.325,2.0,21.0,51.425,66.25,6.449999999999999,27,10.0,0.0,36.0,106.0,0.0,9.0,0.9,5.3,0.0,1.0,0,8.0,47.2,12.0,2.9,10.6,3.6,13.0,9.0,53.0,5.9,0.0,1.0,38.5,69.2,4.1,True,0,$0,$0
Sony Michel,55.0,35.0,743.0,3137.0,18.0,0.825,7.475,4.0,22.0,0,177.0,50.05,4.5,13.125,73.0,47.0,386.0,9.325,2.0,21.0,51.425,66.25,6.449999999999999,27,10.0,0.0,36.0,106.0,0.0,9.0,0.9,5.3,0.0,1.0,0,8.0,47.2,12.0,2.9,10.6,3.6,13.0,9.0,53.0,5.9,0.0,1.0,38.5,69.2,4.1,False,0,0,0
Taiwan Jones,121.0,0.0,53.0,223.0,0.0,0.13636363636363635,1.9090909090909092,5.0,3.0,0,10.0,33.550000000000004,2.283333333333333,0.4090909090909091,28.0,19.0,260.0,13.057142857142859,1.0,10.0,39.81111111111111,62.35555555555556,7.688888888888889,35,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,True,1,"$1,272,500","$652,500"
Tarik Cohen,51.0,22.0,264.0,1101.0,5.0,3.6500000000000004,27.4,13.0,22.0,0,57.0,45.925,4.35,5.075,275.0,209.0,1575.0,7.375,9.0,57.0,39.825,73.825,5.5,25,3.0,0.0,14.0,74.0,0.0,20.0,2.0,13.7,0.0,1.0,0,3.0,50.0,17.0,5.3,24.7,4.7,9.0,6.0,41.0,6.8,0.0,1.0,33.3,66.7,4.6,False,0,0,0
Tevin Coleman,89.0,37.0,777.0,3293.0,24.0,1.342857142857143,13.214285714285714,7.0,36.0,0,150.0,42.285714285714285,3.9714285714285715,8.3,185.0,128.0,1273.0,8.842857142857143,12.0,57.0,42.271428571428565,65.2,5.957142857142857,29,5.0,0.0,12.0,26.0,1.0,30.0,0.6,8.8,0.0,1.0,0,2.0,25.0,14.0,2.2,5.2,2.4,3.0,3.0,44.0,14.7,1.0,2.0,66.7,100.0,14.7,False,0,0,0
Tevin Coleman,89.0,37.0,777.0,3293.0,24.0,1.342857142857143,13.214285714285714,7.0,36.0,0,150.0,42.285714285714285,3.9714285714285715,8.3,185.0,128.0,1273.0,8.842857142857143,12.0,57.0,42.271428571428565,65.2,5.957142857142857,29,5.0,0.0,12.0,26.0,1.0,30.0,0.6,8.8,0.0,1.0,0,2.0,25.0,14.0,2.2,5.2,2.4,3.0,3.0,44.0,14.7,1.0,2.0,66.7,100.0,14.7,False,0,0,0
Trenton Cannon,46.0,0.0,51.0,150.0,1.0,0.325,2.525,1.0,2.0,0,9.0,36.699999999999996,2.533333333333333,0.85,28.0,20.0,160.0,6.9,0.0,5.0,36.65,84.0,5.55,28,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,True,1,"$1,187,500","$125,000"
Trey Edmunds,37.0,0.0,31.0,140.0,1.0,0.1,0.8800000000000001,0.0,1.0,0,3.0,27.0,4.75,0.52,7.0,6.0,48.0,8.0,0.0,2.0,42.9,85.7,6.9,27,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,False,0,0,0
Ty'Son Williams,13.0,3.0,35.0,185.0,1.0,0.7,6.5,1.0,2.0,0,7.0,45.7,5.3,2.7,12.0,9.0,84.0,9.3,0.0,4.0,58.3,75.0,7.0,26,1.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0,0.0,,,,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,100.0,5.0,True,1,"$825,000",$0
Ty'Son Williams,13.0,3.0,35.0,185.0,1.0,0.7,6.5,1.0,2.0,0,7.0,45.7,5.3,2.7,12.0,9.0,84.0,9.3,0.0,4.0,58.3,75.0,7.0,26,1.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0,0.0,,,,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,100.0,5.0,False,0,0,0
Wayne Gallman,61.0,14.0,366.0,1548.0,9.0,1.22,8.22,6.0,13.0,0,78.0,44.28,3.9799999999999995,5.62,115.0,81.0,519.0,9.56,2.0,24.0,38.519999999999996,63.75999999999999,5.2,27,8.0,0.0,28.0,104.0,0.0,21.0,0.1,2.6,0.0,1.0,0,5.0,35.7,17.0,3.7,13.0,3.5,3.0,1.0,21.0,21.0,0.0,1.0,33.3,33.3,7.0,False,0,0,0
