Name,G,GS,Rushing_Att,Rushing_Yds,Rushing_TD,Receiving_R/G,Receiving_Y/G,Fmb,AV,Awards,Rushing_1D,Rushing_Succ%,Rushing_Y/A,Rushing_A/G,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_1D,Receiving_Succ%,Receiving_Ctch%,Receiving_Y/Tgt,Age,G_last_season,GS_last_season,Rushing_Att_last_season,Rushing_Yds_last_season,Rushing_TD_last_season,Receiving_Lng,Receiving_R/G_last_season,Receiving_Y/G_last_season,Fmb_last_season,AV_last_season,Awards_last_season,Rushing_1D_last_season,Rushing_Succ%_last_season,Rushing_Lng,Rushing_Y/A_last_season,Rushing_Y/G,Rushing_A/G_last_season,Receiving_Tgt_last_season,Receiving_Rec_last_season,Receiving_Yds_last_season,Receiving_Y/R_last_season,Receiving_TD_last_season,Receiving_1D_last_season,Receiving_Succ%_last_season,Receiving_Ctch%_last_season,Receiving_Y/Tgt_last_season,Cap
Adrian Peterson,209.0,106.0,2221.0,10117.0,74.0,1.2294117647058822,9.305882352941175,31.0,88.0,0,486.0,43.56470588235294,4.352941176470588,10.923529411764704,357.0,267.0,2059.0,7.8352941176470585,5.0,88.0,41.21176470588235,76.73529411764706,6.241176470588235,36,4.0,3.0,38.0,98.0,2.0,5.0,1.0,2.0,1.0,1.0,0,6.0,42.1,16.0,2.6,24.5,9.5,4.0,4.0,8.0,2.0,0.0,0.0,25.0,100.0,2.0,2515000.0
Adrian Peterson,209.0,106.0,2221.0,10117.0,74.0,1.2294117647058822,9.305882352941175,31.0,88.0,0,486.0,43.56470588235294,4.352941176470588,10.923529411764704,357.0,267.0,2059.0,7.8352941176470585,5.0,88.0,41.21176470588235,76.73529411764706,6.241176470588235,36,4.0,3.0,38.0,98.0,2.0,5.0,1.0,2.0,1.0,1.0,0,6.0,42.1,16.0,2.6,24.5,9.5,4.0,4.0,8.0,2.0,0.0,0.0,25.0,100.0,2.0,2515000.0
Akeem Hunt,30.0,1.0,45.0,228.0,0.0,0.5333333333333333,3.766666666666667,2.0,2.0,0,12.0,40.699999999999996,4.666666666666667,1.8,21.0,13.0,99.0,8.0,0.0,4.0,19.766666666666666,64.03333333333333,5.2,24,15.0,0.0,8.0,23.0,0.0,20.0,0.3,2.1,0.0,0.0,0,1.0,25.0,11.0,2.9,1.5,0.5,7.0,4.0,31.0,7.8,0.0,1.0,14.3,57.1,4.4,0.0
Akeem Hunt,30.0,1.0,45.0,228.0,0.0,0.5333333333333333,3.766666666666667,2.0,2.0,0,12.0,40.699999999999996,4.666666666666667,1.8,21.0,13.0,99.0,8.0,0.0,4.0,19.766666666666666,64.03333333333333,5.2,24,15.0,0.0,8.0,23.0,0.0,20.0,0.3,2.1,0.0,0.0,0,1.0,25.0,11.0,2.9,1.5,0.5,7.0,4.0,31.0,7.8,0.0,1.0,14.3,57.1,4.4,0.0
Alex Collins,36.0,22.0,357.0,1509.0,14.0,1.3333333333333333,10.200000000000001,9.0,14.0,0,83.0,45.23333333333333,4.066666666666666,9.433333333333334,68.0,49.0,376.0,7.566666666666666,1.0,20.0,54.93333333333334,78.43333333333334,5.933333333333334,27,11.0,6.0,108.0,411.0,2.0,28.0,0.8,7.9,1.0,3.0,0,22.0,50.9,25.0,3.8,37.4,9.8,10.0,9.0,87.0,9.7,0.0,3.0,60.0,90.0,8.7,0.0
Alfred Blue,73.0,16.0,673.0,2407.0,8.0,0.9199999999999999,6.26,4.0,19.0,0,121.0,42.239999999999995,3.62,9.0,86.0,69.0,470.0,6.7,2.0,18.0,54.08,80.8,5.46,27,16.0,2.0,150.0,499.0,2.0,28.0,1.3,9.6,0.0,5.0,0,25.0,37.3,17.0,3.3,31.2,9.4,27.0,20.0,154.0,7.7,0.0,4.0,48.1,74.1,5.7,895000.0
Alfred Blue,73.0,16.0,673.0,2407.0,8.0,0.9199999999999999,6.26,4.0,19.0,0,121.0,42.239999999999995,3.62,9.0,86.0,69.0,470.0,6.7,2.0,18.0,54.08,80.8,5.46,27,16.0,2.0,150.0,499.0,2.0,28.0,1.3,9.6,0.0,5.0,0,25.0,37.3,17.0,3.3,31.2,9.4,27.0,20.0,154.0,7.7,0.0,4.0,48.1,74.1,5.7,895000.0
Alfred Morris,104.0,70.0,1373.0,5931.0,34.0,0.6285714285714287,4.7,13.0,39.0,0,299.0,46.0,4.2,12.828571428571427,95.0,65.0,494.0,7.071428571428571,0.0,21.0,39.91428571428571,67.91428571428571,4.8428571428571425,32,9.0,0.0,55.0,238.0,1.0,9.0,0.3,2.1,0.0,1.0,0,13.0,52.7,20.0,4.3,26.4,6.1,4.0,3.0,19.0,6.3,1.0,2.0,75.0,75.0,4.8,1020000.0
Alfred Morris,104.0,70.0,1373.0,5931.0,34.0,0.6285714285714287,4.7,13.0,39.0,0,299.0,46.0,4.2,12.828571428571427,95.0,65.0,494.0,7.071428571428571,0.0,21.0,39.91428571428571,67.91428571428571,4.8428571428571425,32,9.0,0.0,55.0,238.0,1.0,9.0,0.3,2.1,0.0,1.0,0,13.0,52.7,20.0,4.3,26.4,6.1,4.0,3.0,19.0,6.3,1.0,2.0,75.0,75.0,4.8,1020000.0
Alfred Morris,104.0,70.0,1373.0,5931.0,34.0,0.6285714285714287,4.7,13.0,39.0,0,299.0,46.0,4.2,12.828571428571427,95.0,65.0,494.0,7.071428571428571,0.0,21.0,39.91428571428571,67.91428571428571,4.8428571428571425,32,9.0,0.0,55.0,238.0,1.0,9.0,0.3,2.1,0.0,1.0,0,13.0,52.7,20.0,4.3,26.4,6.1,4.0,3.0,19.0,6.3,1.0,2.0,75.0,75.0,4.8,930000.0
Alfred Morris,104.0,70.0,1373.0,5931.0,34.0,0.6285714285714287,4.7,13.0,39.0,0,299.0,46.0,4.2,12.828571428571427,95.0,65.0,494.0,7.071428571428571,0.0,21.0,39.91428571428571,67.91428571428571,4.8428571428571425,32,9.0,0.0,55.0,238.0,1.0,9.0,0.3,2.1,0.0,1.0,0,13.0,52.7,20.0,4.3,26.4,6.1,4.0,3.0,19.0,6.3,1.0,2.0,75.0,75.0,4.8,930000.0
