Name,G,GS,Rushing_Att,Rushing_Yds,Rushing_TD,Receiving_R/G,Receiving_Y/G,Fmb,AV,Awards,Rushing_1D,Rushing_Succ%,Rushing_Y/A,Rushing_A/G,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_1D,Receiving_Succ%,Receiving_Ctch%,Receiving_Y/Tgt,Age,G_last_season,GS_last_season,Rushing_Att_last_season,Rushing_Yds_last_season,Rushing_TD_last_season,Receiving_Lng,Receiving_R/G_last_season,Receiving_Y/G_last_season,Fmb_last_season,AV_last_season,Awards_last_season,Rushing_1D_last_season,Rushing_Succ%_last_season,Rushing_Lng,Rushing_Y/A_last_season,Rushing_Y/G,Rushing_A/G_last_season,Receiving_Tgt_last_season,Receiving_Rec_last_season,Receiving_Yds_last_season,Receiving_Y/R_last_season,Receiving_TD_last_season,Receiving_1D_last_season,Receiving_Succ%_last_season,Receiving_Ctch%_last_season,Receiving_Y/Tgt_last_season,Cap
Chris Ogbonnaya,30.0,5.0,95.0,420.0,1.0,1.3,11.566666666666668,3.0,4.0,0,16.0,47.199999999999996,4.266666666666667,3.9333333333333336,65.0,48.0,371.0,11.333333333333334,0.0,18.0,43.1,66.39999999999999,6.866666666666667,28,7.0,0.0,14.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,57.1,9.0,3.6,7.1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762500.0
Curtis Brinkley,23.0,2.0,71.0,227.0,1.0,0.6333333333333333,3.9333333333333336,1.0,2.0,0,13.0,42.56666666666667,3.9333333333333336,2.533333333333333,24.0,19.0,118.0,6.15,0.0,4.0,40.0,78.9,4.85,27,10.0,1.0,39.0,115.0,0.0,12.0,1.2,7.7,1.0,1.0,0,8.0,41.0,13.0,2.9,11.5,3.9,15.0,12.0,77.0,6.4,0.0,3.0,46.7,80.0,5.1,0.0
Da'Rel Scott,15.0,0.0,11.0,25.0,0.0,0.1,0.6,1.0,0.0,0,2.0,45.0,2.35,1.0,2.0,2.0,13.0,6.5,0.0,0.0,50.0,100.0,6.5,25,5.0,1.0,20.0,73.0,0.0,23.0,2.2,20.4,0.0,1.0,0,3.0,35.0,16.0,3.7,14.6,4.0,19.0,11.0,102.0,9.3,1.0,3.0,42.1,57.9,5.4,0.0
Danny Woodhead,56.0,9.0,265.0,1263.0,10.0,1.7,18.1,2.0,23.0,0,64.0,49.85,4.625,4.475,144.0,100.0,1069.0,10.475,4.0,50.0,45.775000000000006,66.3,7.0,32,8.0,0.0,14.0,56.0,0.0,22.0,4.1,25.0,0.0,2.0,0,2.0,28.6,10.0,4.0,7.0,1.8,39.0,33.0,200.0,6.1,0.0,9.0,51.3,84.6,5.1,1750000.0
Deji Karim,26.0,0.0,98.0,290.0,0.0,0.5,3.6333333333333333,5.0,4.0,0,18.0,38.6,3.3499999999999996,2.8333333333333335,26.0,17.0,130.0,5.949999999999999,0.0,5.0,17.700000000000003,58.3,3.8499999999999996,27,7.0,0.0,12.0,51.0,0.0,-1.0,0.1,-0.1,0.0,0.0,0,3.0,58.3,14.0,4.3,7.3,1.7,2.0,1.0,-1.0,-1.0,0.0,0.0,0.0,50.0,-0.5,0.0
Eddie Williams,6.0,0.0,2.0,2.0,0.0,0.2,2.8,0.0,0.0,0,1.0,50.0,1.0,0.3,1.0,1.0,17.0,17.0,0.0,1.0,100.0,100.0,17.0,24,6.0,0.0,2.0,2.0,0.0,17.0,0.2,2.8,0.0,0.0,0,1.0,50.0,1.0,1.0,0.3,0.3,1.0,1.0,17.0,17.0,0.0,1.0,100.0,100.0,17.0,0.0
Felix Jones,64.0,23.0,569.0,2728.0,11.0,1.8199999999999998,14.62,12.0,28.0,0,131.0,52.760000000000005,5.4399999999999995,8.48,157.0,127.0,1062.0,7.58,3.0,39.0,50.22,84.28,6.26,26,16.0,2.0,48.0,184.0,0.0,15.0,0.6,3.9,1.0,2.0,0,9.0,37.5,14.0,3.8,11.5,3.0,13.0,9.0,63.0,7.0,0.0,2.0,53.8,69.2,4.8,780000.0
Jacob Hester,65.0,23.0,111.0,400.0,3.0,0.8,4.46,4.0,7.0,0,35.0,38.68,3.7600000000000002,2.3600000000000003,69.0,56.0,315.0,5.58,3.0,17.0,55.4,85.08,4.9,27,3.0,0.0,17.0,81.0,2.0,7.0,0.3,2.3,0.0,1.0,0,5.0,29.4,18.0,4.8,27.0,5.7,1.0,1.0,7.0,7.0,0.0,1.0,100.0,100.0,7.0,0.0
Jahvid Best,22.0,15.0,255.0,945.0,6.0,4.05,39.099999999999994,1.0,13.0,0,41.0,37.5,3.9,12.35,120.0,85.0,774.0,9.5,3.0,26.0,37.5,70.0,6.65,22,6.0,6.0,84.0,390.0,2.0,60.0,4.5,47.8,0.0,5.0,0,16.0,39.3,88.0,4.6,65.0,14.0,40.0,27.0,287.0,10.6,1.0,11.0,37.5,67.5,7.2,0.0
Jalen Parmele,35.0,2.0,47.0,187.0,0.0,0.15,1.375,1.0,1.0,0,10.0,27.5,6.833333333333333,1.575,9.0,7.0,60.0,8.6,0.0,2.0,55.6,77.8,6.7,29,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715000.0
James Davis,9.0,0.0,28.0,75.0,0.0,1.3,4.45,0.0,1.0,0,1.0,10.55,2.45,3.6,10.0,8.0,50.0,6.300000000000001,0.0,1.0,40.0,80.0,5.0,24,7.0,0.0,19.0,60.0,0.0,28.0,0.6,6.4,0.0,1.0,0,1.0,21.1,14.0,3.2,8.6,2.7,5.0,4.0,45.0,11.3,0.0,1.0,80.0,80.0,9.0,0.0
Jamie Harper,23.0,0.0,36.0,74.0,4.0,0.2,1.65,1.0,1.0,0,8.0,36.05,2.1,1.6,7.0,5.0,40.0,8.0,0.0,1.0,8.35,83.35,6.65,23,10.0,0.0,19.0,30.0,3.0,8.0,0.1,0.8,0.0,0.0,0,4.0,36.8,13.0,1.6,3.0,1.9,1.0,1.0,8.0,8.0,0.0,0.0,0.0,100.0,8.0,0.0
Javarris James,10.0,0.0,46.0,112.0,6.0,0.9,6.3,1.0,1.0,0,9.0,43.5,2.4,4.6,11.0,9.0,63.0,7.0,0.0,3.0,45.5,81.8,5.7,23,10.0,0.0,46.0,112.0,6.0,11.0,0.9,6.3,1.0,1.0,0,9.0,43.5,11.0,2.4,11.2,4.6,11.0,9.0,63.0,7.0,0.0,3.0,45.5,81.8,5.7,0.0
Javon Ringer,37.0,0.0,120.0,486.0,3.0,1.0499999999999998,6.1,1.0,5.0,0,21.0,28.95,5.2,2.5500000000000003,49.0,38.0,243.0,5.666666666666667,0.0,15.0,39.800000000000004,75.10000000000001,4.366666666666666,25,2.0,0.0,2.0,14.0,0.0,6.0,1.5,6.0,0.0,0.0,0,0.0,0.0,9.0,7.0,7.0,1.0,5.0,3.0,12.0,4.0,0.0,0.0,0.0,60.0,2.4,0.0
Jeremiah Johnson,8.0,0.0,14.0,77.0,0.0,0.9,7.8,0.0,1.0,0,4.0,57.1,5.5,1.8,9.0,7.0,62.0,8.9,0.0,3.0,44.4,77.8,6.9,24,8.0,0.0,14.0,77.0,0.0,17.0,0.9,7.8,0.0,1.0,0,4.0,57.1,25.0,5.5,9.6,1.8,9.0,7.0,62.0,8.9,0.0,3.0,44.4,77.8,6.9,0.0
Jerome Harrison,63.0,10.0,356.0,1681.0,7.0,0.9500000000000001,6.3999999999999995,5.0,13.0,0,77.0,47.35,4.716666666666667,5.083333333333333,99.0,70.0,490.0,6.833333333333333,3.0,21.0,35.38333333333333,73.55,5.283333333333334,28,4.0,0.0,14.0,41.0,0.0,3.0,0.3,0.8,0.0,0.0,0,3.0,50.0,9.0,2.9,10.3,3.5,2.0,1.0,3.0,3.0,0.0,0.0,0.0,50.0,1.5,0.0
Joe McKnight,39.0,1.0,112.0,502.0,0.0,0.43333333333333335,4.233333333333333,6.0,6.0,0,22.0,49.5,4.633333333333334,3.0666666666666664,24.0,17.0,177.0,11.799999999999999,0.0,10.0,51.86666666666667,65.73333333333333,7.233333333333333,26,2.0,0.0,1.0,3.0,0.0,26.0,3.0,32.0,0.0,1.0,0,0.0,0.0,3.0,3.0,1.5,0.5,7.0,6.0,64.0,10.7,2.0,5.0,85.7,85.7,9.1,0.0
Joique Bell,24.0,0.0,82.0,414.0,3.0,1.65,15.15,2.0,6.0,0,16.0,52.4,5.0,2.55,68.0,52.0,485.0,9.3,0.0,29.0,60.3,76.5,7.1,30,7.0,0.0,3.0,6.0,0.0,-2.0,0.1,-0.3,0.0,0.0,0,0.0,33.3,6.0,2.0,0.9,0.4,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,100.0,-2.0,0.0
Justin Forsett,78.0,7.0,341.0,1661.0,8.0,1.26,9.620000000000001,4.0,16.0,0,73.0,38.375,4.7250000000000005,4.26,147.0,100.0,768.0,8.6,1.0,31.0,42.55,66.05,5.6,31,9.0,6.0,87.0,291.0,1.0,11.0,2.2,9.4,2.0,2.0,0,10.0,32.2,64.0,3.3,32.3,9.7,27.0,20.0,85.0,4.3,0.0,4.0,48.1,74.1,3.1,1000000.0
Keiland Williams,44.0,3.0,125.0,459.0,5.0,1.0666666666666667,8.433333333333334,3.0,5.0,0,26.0,28.366666666666664,2.966666666666667,2.766666666666666,68.0,49.0,380.0,6.733333333333333,2.0,14.0,40.666666666666664,89.06666666666666,5.866666666666667,26,14.0,0.0,2.0,3.0,0.0,5.0,0.1,0.6,0.0,0.0,0,0.0,0.0,2.0,1.5,0.2,0.1,2.0,2.0,9.0,4.5,0.0,0.0,0.0,100.0,4.5,0.0
Keith Toston,21.0,1.0,36.0,128.0,0.0,0.35,5.0,0.0,2.0,0,4.0,42.25,3.6,2.3,6.0,5.0,70.0,14.1,0.0,3.0,87.5,87.5,12.4,25,5.0,1.0,17.0,74.0,0.0,21.0,0.6,8.2,0.0,1.0,0,2.0,52.9,14.0,4.4,14.8,3.4,4.0,3.0,41.0,13.7,0.0,2.0,75.0,75.0,10.3,0.0
Kevin Smith,54.0,31.0,598.0,2346.0,17.0,2.2600000000000002,20.5,6.0,20.0,0,117.0,40.44,3.9799999999999995,10.139999999999999,171.0,123.0,1082.0,8.92,5.0,47.0,49.339999999999996,70.8,6.32,26,12.0,2.0,37.0,134.0,1.0,13.0,0.8,6.6,0.0,1.0,0,5.0,43.2,19.0,3.6,11.2,3.1,16.0,10.0,79.0,7.9,1.0,6.0,37.5,62.5,4.9,0.0
LaRod Stephens-Howling,57.0,10.0,182.0,651.0,5.0,0.975,9.5,1.0,10.0,0,25.0,34.175,3.625,3.3,88.0,56.0,534.0,9.850000000000001,3.0,23.0,40.525,64.6,6.675,26,1.0,0.0,6.0,19.0,0.0,7.0,2.0,11.0,0.0,0.0,0,0.0,0.0,5.0,3.2,19.0,6.0,3.0,2.0,11.0,5.5,0.0,0.0,0.0,66.7,3.7,780000.0
Lance Ball,42.0,0.0,192.0,801.0,2.0,0.7,5.0,5.0,7.0,0,49.0,47.075,4.575,6.475,51.0,27.0,230.0,7.075,2.0,13.0,26.025,64.575,4.35,27,15.0,0.0,42.0,158.0,1.0,17.0,0.5,4.1,1.0,2.0,0,11.0,31.0,22.0,3.8,10.5,2.8,12.0,7.0,61.0,8.7,1.0,4.0,33.3,58.3,5.1,0.0
Leon Washington,103.0,14.0,473.0,2213.0,16.0,1.4857142857142858,11.557142857142855,18.0,33.0,0,87.0,38.4,4.542857142857143,5.042857142857144,204.0,146.0,1127.0,7.771428571428571,2.0,50.0,42.32857142857143,68.07142857142857,5.3,32,16.0,0.0,13.0,57.0,0.0,25.0,1.4,9.9,3.0,1.0,0,1.0,15.4,16.0,4.4,3.6,0.8,31.0,22.0,159.0,7.2,2.0,8.0,32.3,71.0,5.1,1300000.0
Lex Hilliard,62.0,13.0,48.0,163.0,2.0,0.5,3.7,0.0,3.0,0,19.0,62.53333333333333,3.4,0.75,38.0,30.0,233.0,6.625,2.0,10.0,34.05,66.45,4.75,28,14.0,9.0,9.0,33.0,0.0,9.0,0.3,1.6,0.0,0.0,0,5.0,77.8,9.0,3.7,2.4,0.6,9.0,4.0,23.0,5.8,0.0,2.0,33.3,44.4,2.6,780000.0
Mewelde Moore,122.0,15.0,507.0,2267.0,6.0,1.7222222222222223,15.433333333333334,11.0,33.0,0,113.0,42.544444444444444,4.5,3.9777777777777774,288.0,220.0,1952.0,9.077777777777778,8.0,85.0,48.91111111111111,76.64444444444445,6.922222222222222,30,9.0,0.0,13.0,20.0,0.0,32.0,0.7,8.6,1.0,1.0,0,1.0,30.8,6.0,1.5,2.2,1.4,8.0,6.0,77.0,12.8,1.0,4.0,62.5,75.0,9.6,0.0
Michael Turner,134.0,74.0,1639.0,7338.0,66.0,0.5333333333333333,3.8666666666666663,17.0,63.0,0,358.0,43.111111111111114,4.833333333333333,12.100000000000001,108.0,70.0,528.0,7.4,1.0,19.0,39.62222222222223,62.65555555555555,4.922222222222222,30,16.0,16.0,222.0,800.0,10.0,60.0,1.2,8.0,3.0,6.0,0,40.0,41.0,43.0,3.6,50.0,13.9,30.0,19.0,128.0,6.7,1.0,2.0,26.7,63.3,4.3,0.0
Mike Goodson,40.0,3.0,160.0,722.0,3.0,1.1,9.649999999999999,7.0,7.0,0,27.0,37.0,4.3,3.025,78.0,59.0,524.0,7.875,1.0,25.0,40.45,75.875,6.6,26,2.0,0.0,7.0,61.0,0.0,10.0,1.0,9.5,0.0,0.0,0,2.0,42.9,26.0,8.7,30.5,3.5,3.0,2.0,19.0,9.5,0.0,2.0,66.7,66.7,6.3,2300000.0
Montario Hardesty,23.0,5.0,153.0,537.0,1.0,0.7999999999999999,6.699999999999999,3.0,4.0,0,18.0,36.5,3.6,6.9,26.0,16.0,138.0,8.35,0.0,9.0,48.55,53.35,4.5,25,13.0,1.0,65.0,271.0,1.0,9.0,0.2,1.2,2.0,2.0,0,12.0,40.0,25.0,4.2,20.8,5.0,5.0,2.0,16.0,8.0,0.0,1.0,40.0,40.0,3.2,0.0
Mossis Madu,9.0,0.0,15.0,55.0,0.0,1.1,8.0,0.0,1.0,0,3.0,46.7,3.7,1.7,12.0,10.0,72.0,7.2,0.0,1.0,58.3,83.3,6.0,24,9.0,0.0,15.0,55.0,0.0,15.0,1.1,8.0,0.0,1.0,0,3.0,46.7,15.0,3.7,6.1,1.7,12.0,10.0,72.0,7.2,0.0,1.0,58.3,83.3,6.0,0.0
Nate Eachus,11.0,2.0,5.0,18.0,0.0,0.1,1.7,0.0,0.0,0,0.0,80.0,3.6,0.5,3.0,1.0,19.0,19.0,0.0,1.0,33.3,33.3,6.3,22,11.0,2.0,5.0,18.0,0.0,19.0,0.1,1.7,0.0,0.0,0,0.0,80.0,7.0,3.6,1.6,0.5,3.0,1.0,19.0,19.0,0.0,1.0,33.3,33.3,6.3,0.0
Peyton Hillis,65.0,33.0,597.0,2470.0,21.0,1.6600000000000001,12.78,13.0,19.0,0,139.0,53.120000000000005,4.16,9.22,150.0,111.0,867.0,7.5,3.0,41.0,38.5,71.14000000000001,5.4,28,9.0,0.0,26.0,115.0,0.0,26.0,1.1,9.7,0.0,1.0,0,4.0,38.5,16.0,4.4,12.8,2.9,16.0,10.0,87.0,8.7,0.0,2.0,37.5,62.5,5.4,715000.0
Rashad Jennings,38.0,9.0,224.0,944.0,7.0,1.6666666666666667,12.299999999999999,3.0,10.0,0,48.0,44.93333333333334,4.5,6.3999999999999995,79.0,61.0,454.0,7.233333333333333,0.0,17.0,36.13333333333333,78.76666666666667,5.666666666666667,31,13.0,12.0,181.0,593.0,3.0,24.0,2.7,15.5,1.0,5.0,0,29.0,36.5,25.0,3.3,45.6,13.9,42.0,35.0,201.0,5.7,1.0,8.0,35.7,83.3,4.8,630000.0
Rashard Mendenhall,57.0,48.0,864.0,3549.0,29.0,1.24,10.32,9.0,28.0,0,169.0,41.64,3.8600000000000003,12.780000000000001,107.0,77.0,661.0,8.34,2.0,29.0,45.2,73.34,6.1,26,15.0,15.0,217.0,687.0,8.0,24.0,1.2,8.9,4.0,3.0,0,45.0,40.6,28.0,3.2,45.8,14.5,21.0,18.0,134.0,7.4,0.0,5.0,52.4,85.7,6.4,2500000.0
Reggie Bush,91.0,72.0,967.0,4162.0,29.0,4.228571428571429,30.442857142857143,27.0,57.0,0,194.0,44.67142857142857,4.314285714285714,10.214285714285714,506.0,372.0,2730.0,7.285714285714286,15.0,131.0,44.51428571428572,74.07142857142857,5.371428571428572,31,13.0,0.0,12.0,-3.0,1.0,25.0,0.5,6.9,1.0,1.0,0,3.0,41.7,5.0,-0.3,-0.2,0.9,10.0,7.0,90.0,12.9,0.0,6.0,70.0,70.0,9.0,4000000.0
Richard Murphy,5.0,0.0,23.0,92.0,0.0,0.0,0.0,0.0,0.0,0,3.0,52.2,4.0,4.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,5.0,0.0,23.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,52.2,14.0,4.0,18.4,4.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronnie Brown,106.0,74.0,1216.0,5171.0,37.0,2.4375,20.0875,14.0,45.0,0,275.0,45.8125,4.2625,12.175,298.0,233.0,1862.0,7.8999999999999995,2.0,87.0,42.8375,68.275,5.425,33,10.0,0.0,20.0,63.0,0.0,24.0,0.5,4.4,0.0,1.0,0,5.0,50.0,11.0,3.2,6.3,2.0,8.0,5.0,44.0,8.8,0.0,1.0,37.5,62.5,5.5,1050000.0
Ryan Grant,68.0,53.0,956.0,4148.0,27.0,1.0333333333333334,9.0,8.0,39.0,0,193.0,42.300000000000004,4.55,12.15,115.0,93.0,760.0,13.440000000000001,2.0,32.0,52.42,75.08,8.8,30,5.0,1.0,32.0,132.0,2.0,34.0,0.2,6.8,1.0,1.0,0,8.0,37.5,18.0,4.1,26.4,6.4,2.0,1.0,34.0,34.0,0.0,1.0,50.0,50.0,17.0,0.0
Ryan Torain,22.0,13.0,238.0,1011.0,6.0,0.65,3.85,3.0,5.0,0,44.0,47.6,4.166666666666667,7.824999999999999,36.0,24.0,148.0,5.35,2.0,6.0,37.0,66.7,3.5999999999999996,26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715000.0
Shonn Greene,61.0,31.0,822.0,3423.0,18.0,1.05,7.65,11.0,21.0,0,163.0,49.225,4.3,13.275,100.0,65.0,482.0,7.466666666666666,0.0,19.0,38.0,50.8,3.775,29,13.0,5.0,94.0,392.0,2.0,13.0,0.1,1.0,1.0,2.0,0,18.0,45.7,52.0,4.2,30.2,7.2,3.0,1.0,13.0,13.0,0.0,1.0,33.3,33.3,4.3,3333333.3333333335
Steven Jackson,131.0,119.0,2396.0,10138.0,56.0,3.0999999999999996,25.233333333333334,23.0,81.0,0,473.0,44.58888888888889,4.277777777777778,18.28888888888889,551.0,407.0,3324.0,8.2,8.0,139.0,44.666666666666664,73.67777777777778,6.066666666666666,32,2.0,1.0,21.0,50.0,1.0,20.0,0.5,10.0,0.0,1.0,0,4.0,42.9,7.0,2.4,25.0,10.5,1.0,1.0,20.0,20.0,0.0,1.0,100.0,100.0,20.0,4000000.0
Tashard Choice,73.0,4.0,326.0,1409.0,10.0,1.02,7.4,4.0,13.0,0,76.0,42.94,4.220000000000001,4.4399999999999995,113.0,76.0,559.0,6.5600000000000005,0.0,20.0,29.68,64.64,4.46,29,15.0,0.0,46.0,170.0,0.0,5.0,0.3,1.0,0.0,1.0,0,8.0,47.8,20.0,3.7,11.3,3.1,9.0,5.0,15.0,3.0,0.0,1.0,22.2,55.6,1.7,780000.0
Willis McGahee,130.0,89.0,1957.0,8097.0,63.0,1.6,10.666666666666666,28.0,65.0,0,423.0,46.71111111111111,4.177777777777778,15.122222222222222,274.0,202.0,1319.0,6.422222222222222,5.0,60.0,38.41111111111111,72.58888888888889,4.622222222222223,32,12.0,6.0,138.0,377.0,2.0,9.0,0.7,1.7,1.0,2.0,0,31.0,43.5,16.0,2.7,31.4,11.5,11.0,8.0,20.0,2.5,0.0,0.0,18.2,72.7,1.8,940000.0
