Name,G,GS,Rushing_Att,Rushing_Yds,Rushing_TD,Receiving_R/G,Receiving_Y/G,Fmb,AV,Awards,Rushing_1D,Rushing_Succ%,Rushing_Y/A,Rushing_A/G,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_1D,Receiving_Succ%,Receiving_Ctch%,Receiving_Y/Tgt,Age,G_last_season,GS_last_season,Rushing_Att_last_season,Rushing_Yds_last_season,Rushing_TD_last_season,Receiving_Lng,Receiving_R/G_last_season,Receiving_Y/G_last_season,Fmb_last_season,AV_last_season,Awards_last_season,Rushing_1D_last_season,Rushing_Succ%_last_season,Rushing_Lng,Rushing_Y/A_last_season,Rushing_Y/G,Rushing_A/G_last_season,Receiving_Tgt_last_season,Receiving_Rec_last_season,Receiving_Yds_last_season,Receiving_Y/R_last_season,Receiving_TD_last_season,Receiving_1D_last_season,Receiving_Succ%_last_season,Receiving_Ctch%_last_season,Receiving_Y/Tgt_last_season,Signed,Years,Value,Total_GTD
DuJuan Harris,5.0,0.0,9.0,42.0,0.0,0.2,0.8,0.0,0.0,0,2.0,55.6,4.7,1.8,2.0,1.0,4.0,4.0,0.0,0.0,0.0,50.0,2.0,28,10.0,1.0,38.0,138.0,0.0,47.0,0.8,11.5,2.0,2.0,0,6.0,39.5,19.0,3.6,13.8,3.8,9.0,8.0,115.0,14.4,1.0,4.0,88.9,88.9,12.8,False,0,0,0
Earnest Graham,98.0,35.0,477.0,2047.0,15.0,1.475,10.225000000000001,6.0,20.0,0,96.0,49.825,4.7,5.0,180.0,129.0,904.0,6.733333333333333,1.0,33.0,34.2875,49.675,3.5125,31,7.0,2.0,37.0,206.0,0.0,19.0,3.7,23.3,1.0,2.0,0,5.0,45.9,34.0,5.6,29.4,5.3,31.0,26.0,163.0,6.3,0.0,8.0,54.8,83.9,5.3,False,0,0,0
Eldra Buckley,34.0,0.0,36.0,111.0,1.0,0.03333333333333333,0.19999999999999998,1.0,1.0,0,7.0,43.3,3.05,0.7333333333333334,2.0,1.0,10.0,10.0,0.0,0.0,50.0,50.0,5.0,26,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,False,0,0,0
Jacob Hester,62.0,23.0,94.0,319.0,1.0,0.925,5.0,4.0,6.0,0,30.0,41.0,3.5,1.525,68.0,55.0,308.0,5.225,3.0,16.0,44.25,81.35,4.375,27,3.0,0.0,17.0,81.0,2.0,7.0,0.3,2.3,0.0,1.0,0,5.0,29.4,18.0,4.8,27.0,5.7,1.0,1.0,7.0,7.0,0.0,1.0,100.0,100.0,7.0,True,1,$0,$0
Jacob Hester,62.0,23.0,94.0,319.0,1.0,0.925,5.0,4.0,6.0,0,30.0,41.0,3.5,1.525,68.0,55.0,308.0,5.225,3.0,16.0,44.25,81.35,4.375,27,3.0,0.0,17.0,81.0,2.0,7.0,0.3,2.3,0.0,1.0,0,5.0,29.4,18.0,4.8,27.0,5.7,1.0,1.0,7.0,7.0,0.0,1.0,100.0,100.0,7.0,True,1,$0,$0
Javarris Williams,4.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.5,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,23,4.0,0.0,6.0,6.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,1.0,1.5,1.5,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,0,0,0
Jehuu Caulcrick,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1.0,100.0,2.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,,27,2.0,0.0,1.0,2.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,100.0,2.0,2.0,1.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,,False,0,0,0
Jerious Norwood,66.0,6.0,399.0,2056.0,7.0,1.25,11.666666666666666,3.0,21.0,0,87.0,48.9,4.55,5.2,134.0,96.0,912.0,9.32,3.0,37.0,37.61666666666667,56.36666666666667,5.283333333333333,28,9.0,0.0,24.0,61.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,16.7,10.0,2.5,6.8,2.7,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,0,0,0
John Clay,2.0,0.0,10.0,41.0,1.0,0.0,0.0,0.0,0.0,0,1.0,40.0,4.1,5.0,0.0,0.0,0.0,,0.0,0.0,,,,23,2.0,0.0,10.0,41.0,1.0,,0.0,0.0,0.0,0.0,0,1.0,40.0,10.0,4.1,20.5,5.0,0.0,0.0,0.0,,0.0,0.0,,,,False,0,0,0
Johnny White,12.0,0.0,12.0,38.0,0.0,0.1,-0.3,0.0,0.0,0,1.0,41.7,3.2,1.0,4.0,1.0,-3.0,-3.0,0.0,0.0,0.0,25.0,-0.8,24,7.0,0.0,8.0,34.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,50.0,9.0,4.3,4.9,1.1,0.0,0.0,0.0,,0.0,0.0,,,,True,1,"$465,000",$0
Johnny White,12.0,0.0,12.0,38.0,0.0,0.1,-0.3,0.0,0.0,0,1.0,41.7,3.2,1.0,4.0,1.0,-3.0,-3.0,0.0,0.0,0.0,25.0,-0.8,24,7.0,0.0,8.0,34.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,50.0,9.0,4.3,4.9,1.1,0.0,0.0,0.0,,0.0,0.0,,,,False,0,0,0
Joseph Addai,78.0,60.0,1095.0,4453.0,39.0,2.4,17.916666666666668,7.0,54.0,0,259.0,49.71666666666667,4.033333333333333,13.883333333333333,248.0,191.0,1448.0,7.416666666666667,9.0,73.0,46.48333333333333,75.3,5.616666666666667,28,12.0,11.0,118.0,433.0,1.0,12.0,1.3,7.8,1.0,3.0,0,16.0,35.6,16.0,3.7,36.1,9.8,22.0,15.0,93.0,6.2,0.0,5.0,31.8,68.2,4.2,False,0,0,0
Justin Forsett,62.0,7.0,278.0,1287.0,7.0,1.525,11.425,4.0,13.0,0,59.0,35.300000000000004,4.333333333333333,4.35,142.0,97.0,730.0,7.233333333333333,1.0,29.0,36.733333333333334,68.06666666666666,4.933333333333334,31,9.0,6.0,87.0,291.0,1.0,11.0,2.2,9.4,2.0,2.0,0,10.0,32.2,64.0,3.3,32.3,9.7,27.0,20.0,85.0,4.3,0.0,4.0,48.1,74.1,3.1,False,0,0,0
Kahlil Bell,20.0,3.0,119.0,557.0,0.0,0.8,5.3999999999999995,3.0,4.0,0,24.0,46.5,4.9,5.9,26.0,20.0,137.0,5.5,1.0,4.0,21.75,57.949999999999996,3.55,27,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,True,1,"$1,260,000",$0
Keiland Williams,30.0,3.0,123.0,456.0,5.0,1.55,12.350000000000001,3.0,5.0,0,26.0,42.55,3.7,4.1,66.0,47.0,371.0,7.85,2.0,14.0,61.0,83.6,6.55,26,14.0,0.0,2.0,3.0,0.0,5.0,0.1,0.6,0.0,0.0,0,0.0,0.0,2.0,1.5,0.2,0.1,2.0,2.0,9.0,4.5,0.0,0.0,0.0,100.0,4.5,True,2,"$1,170,000",$0
Keith Toston,16.0,0.0,19.0,54.0,0.0,0.1,1.8,0.0,1.0,0,2.0,31.6,2.8,1.2,2.0,2.0,29.0,14.5,0.0,1.0,100.0,100.0,14.5,25,5.0,1.0,17.0,74.0,0.0,21.0,0.6,8.2,0.0,1.0,0,2.0,52.9,14.0,4.4,14.8,3.4,4.0,3.0,41.0,13.7,0.0,2.0,75.0,75.0,10.3,True,1,"$465,000",$0
Keith Toston,16.0,0.0,19.0,54.0,0.0,0.1,1.8,0.0,1.0,0,2.0,31.6,2.8,1.2,2.0,2.0,29.0,14.5,0.0,1.0,100.0,100.0,14.5,25,5.0,1.0,17.0,74.0,0.0,21.0,0.6,8.2,0.0,1.0,0,2.0,52.9,14.0,4.4,14.8,3.4,4.0,3.0,41.0,13.7,0.0,2.0,75.0,75.0,10.3,False,0,0,0
Keith Toston,16.0,0.0,19.0,54.0,0.0,0.1,1.8,0.0,1.0,0,2.0,31.6,2.8,1.2,2.0,2.0,29.0,14.5,0.0,1.0,100.0,100.0,14.5,25,5.0,1.0,17.0,74.0,0.0,21.0,0.6,8.2,0.0,1.0,0,2.0,52.9,14.0,4.4,14.8,3.4,4.0,3.0,41.0,13.7,0.0,2.0,75.0,75.0,10.3,False,0,0,0
Kevin Faulk,161.0,47.0,864.0,3607.0,16.0,2.630769230769231,22.784615384615385,25.0,70.0,0,172.0,45.892307692307696,4.384615384615385,5.184615384615385,573.0,431.0,3701.0,8.430769230769231,15.0,166.0,48.684615384615384,74.44615384615385,6.261538461538462,35,7.0,3.0,17.0,57.0,0.0,18.0,1.0,4.9,0.0,1.0,0,1.0,52.9,9.0,3.4,8.1,2.4,9.0,7.0,34.0,4.9,0.0,2.0,33.3,77.8,3.8,False,0,0,0
Kevin Smith,42.0,29.0,561.0,2212.0,16.0,2.625,23.975,6.0,19.0,0,112.0,39.75,4.075,11.899999999999999,155.0,113.0,1003.0,9.175,4.0,41.0,52.3,72.875,6.675,26,12.0,2.0,37.0,134.0,1.0,13.0,0.8,6.6,0.0,1.0,0,5.0,43.2,19.0,3.6,11.2,3.1,16.0,10.0,79.0,7.9,1.0,6.0,37.5,62.5,4.9,True,1,"$765,000",$0
LaDainian Tomlinson,170.0,155.0,3174.0,13684.0,145.0,3.6454545454545455,27.90909090909091,31.0,158.0,0,701.0,44.32727272727273,4.2272727272727275,18.509090909090908,868.0,624.0,4772.0,7.818181818181818,17.0,190.0,40.00909090909091,71.46363636363637,5.5636363636363635,32,14.0,1.0,75.0,280.0,1.0,74.0,3.0,32.1,0.0,5.0,0,15.0,45.3,20.0,3.7,20.0,5.4,61.0,42.0,449.0,10.7,2.0,12.0,31.1,68.9,7.4,False,0,0,0
LaRod Stephens-Howling,43.0,5.0,72.0,295.0,1.0,0.9,10.133333333333333,1.0,8.0,0,10.0,34.666666666666664,3.766666666666667,1.7666666666666666,58.0,39.0,428.0,11.066666666666668,3.0,18.0,46.26666666666667,67.23333333333333,7.733333333333333,26,1.0,0.0,6.0,19.0,0.0,7.0,2.0,11.0,0.0,0.0,0,0.0,0.0,5.0,3.2,19.0,6.0,3.0,2.0,11.0,5.5,0.0,0.0,0.0,66.7,3.7,True,1,"$1,927,000",$0
Larry Johnson,85.0,55.0,1427.0,6223.0,55.0,1.4444444444444444,12.255555555555555,15.0,56.0,0,328.0,35.144444444444446,3.5888888888888886,12.711111111111112,226.0,154.0,1373.0,7.528571428571429,6.0,64.0,35.08571428571428,64.82857142857144,5.171428571428572,32,1.0,0.0,1.0,2.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,False,0,0,0
LeGarrette Blount,27.0,21.0,385.0,1788.0,11.0,0.75,5.85,9.0,12.0,0,70.0,45.0,4.6,14.3,32.0,20.0,162.0,6.35,0.0,6.0,27.15,65.7,3.95,32,16.0,8.0,154.0,418.0,5.0,23.0,0.6,4.2,2.0,3.0,0,25.0,35.1,27.0,2.7,26.1,9.6,15.0,10.0,67.0,6.7,0.0,4.0,40.0,66.7,4.5,True,1,"$540,000",$0
Lex Hilliard,48.0,4.0,39.0,130.0,2.0,0.5666666666666668,4.4,0.0,3.0,0,14.0,54.9,3.25,0.7999999999999999,29.0,26.0,210.0,6.900000000000001,2.0,8.0,34.300000000000004,73.8,5.466666666666666,28,14.0,9.0,9.0,33.0,0.0,9.0,0.3,1.6,0.0,0.0,0,5.0,77.8,9.0,3.7,2.4,0.6,9.0,4.0,23.0,5.8,0.0,2.0,33.3,44.4,2.6,True,1,"$665,000",$0
Lex Hilliard,48.0,4.0,39.0,130.0,2.0,0.5666666666666668,4.4,0.0,3.0,0,14.0,54.9,3.25,0.7999999999999999,29.0,26.0,210.0,6.900000000000001,2.0,8.0,34.300000000000004,73.8,5.466666666666666,28,14.0,9.0,9.0,33.0,0.0,9.0,0.3,1.6,0.0,0.0,0,5.0,77.8,9.0,3.7,2.4,0.6,9.0,4.0,23.0,5.8,0.0,2.0,33.3,44.4,2.6,True,1,"$615,000",$0
Lorenzo Booker,36.0,2.0,61.0,230.0,0.0,1.6,12.125,4.0,4.0,0,13.0,46.1,3.733333333333333,1.725,66.0,47.0,362.0,6.75,0.0,19.0,44.075,69.55,4.725,27,15.0,0.0,13.0,52.0,0.0,15.0,0.5,5.5,3.0,1.0,0,3.0,46.2,25.0,4.0,3.5,0.9,14.0,8.0,82.0,10.3,0.0,3.0,35.7,57.1,5.9,True,1,"$700,000",$0
Lousaka Polite,76.0,27.0,95.0,296.0,1.0,0.475,2.5125,1.0,4.0,0,52.0,68.52000000000001,3.2,0.8375,71.0,41.0,233.0,6.033333333333334,1.0,13.0,30.083333333333332,63.78333333333333,3.4166666666666665,31,6.0,5.0,0.0,0.0,0.0,8.0,0.2,1.3,0.0,0.0,0,0.0,,,,0.0,0.0,7.0,1.0,8.0,8.0,0.0,0.0,0.0,14.3,1.1,True,1,"$700,000",$0
Lousaka Polite,76.0,27.0,95.0,296.0,1.0,0.475,2.5125,1.0,4.0,0,52.0,68.52000000000001,3.2,0.8375,71.0,41.0,233.0,6.033333333333334,1.0,13.0,30.083333333333332,63.78333333333333,3.4166666666666665,31,6.0,5.0,0.0,0.0,0.0,8.0,0.2,1.3,0.0,0.0,0,0.0,,,,0.0,0.0,7.0,1.0,8.0,8.0,0.0,0.0,0.0,14.3,1.1,False,0,0,0
Matt Forte,60.0,60.0,1014.0,4233.0,21.0,3.75,33.55,12.0,45.0,0,190.0,41.575,4.225,16.9,294.0,223.0,1985.0,9.0,8.0,81.0,46.2,75.85000000000001,6.75,32,12.0,4.0,103.0,381.0,2.0,34.0,3.1,24.4,1.0,5.0,0,13.0,40.8,20.0,3.7,31.8,8.6,45.0,37.0,293.0,7.9,1.0,14.0,46.7,82.2,6.5,False,0,0,0
Maurice Morris,145.0,38.0,867.0,3648.0,13.0,1.06,8.09,9.0,33.0,0,183.0,44.94,4.38,6.0,218.0,151.0,1163.0,7.62,5.0,49.0,49.010000000000005,71.56,5.59,32,16.0,5.0,80.0,316.0,1.0,16.0,1.6,14.4,1.0,4.0,0,12.0,46.3,31.0,4.0,19.8,5.0,35.0,26.0,230.0,8.8,1.0,9.0,45.7,74.3,6.6,False,0,0,0
Mewelde Moore,113.0,15.0,494.0,2247.0,6.0,1.85,16.2875,10.0,32.0,0,112.0,44.0125,4.875,4.3,280.0,214.0,1875.0,8.6125,7.0,81.0,47.2125,76.85,6.5875,30,9.0,0.0,13.0,20.0,0.0,32.0,0.7,8.6,1.0,1.0,0,1.0,30.8,6.0,1.5,2.2,1.4,8.0,6.0,77.0,12.8,1.0,4.0,62.5,75.0,9.6,True,1,"$825,000",$0
Michael Bennett,107.0,50.0,842.0,3703.0,13.0,1.3,10.91,15.0,38.0,0,149.0,38.56,4.14,6.790000000000001,191.0,159.0,1294.0,7.540000000000001,6.0,50.0,46.55,85.95,6.37,32,7.0,0.0,2.0,11.0,0.0,6.0,0.3,1.3,0.0,0.0,0,1.0,50.0,6.0,5.5,1.6,0.3,2.0,2.0,9.0,4.5,0.0,0.0,50.0,100.0,4.5,False,0,0,0
Michael Bush,61.0,19.0,632.0,2642.0,21.0,1.5,14.350000000000001,4.0,22.0,0,125.0,42.5,4.275,10.325,120.0,91.0,879.0,9.2,1.0,34.0,54.55,76.625,6.975,29,15.0,0.0,63.0,197.0,3.0,17.0,0.3,3.2,0.0,2.0,0,10.0,33.3,40.0,3.1,13.1,4.2,8.0,4.0,48.0,12.0,1.0,2.0,50.0,50.0,6.0,True,4,"$14,000,000","$6,000,000"
Mike Hart,21.0,1.0,71.0,264.0,2.0,0.5666666666666667,4.3999999999999995,1.0,3.0,0,16.0,65.5,3.8333333333333335,3.133333333333333,15.0,12.0,97.0,11.0,0.0,6.0,66.66666666666667,87.5,9.666666666666666,24,7.0,1.0,43.0,185.0,1.0,10.0,0.9,3.6,0.0,2.0,0,10.0,46.5,35.0,4.3,26.4,6.1,6.0,6.0,25.0,4.2,0.0,2.0,50.0,100.0,4.2,False,0,0,0
Mossis Madu,9.0,0.0,15.0,55.0,0.0,1.1,8.0,0.0,1.0,0,3.0,46.7,3.7,1.7,12.0,10.0,72.0,7.2,0.0,1.0,58.3,83.3,6.0,24,9.0,0.0,15.0,55.0,0.0,15.0,1.1,8.0,0.0,1.0,0,3.0,46.7,15.0,3.7,6.1,1.7,12.0,10.0,72.0,7.2,0.0,1.0,58.3,83.3,6.0,False,0,0,0
Peyton Hillis,52.0,31.0,512.0,2161.0,20.0,1.875,14.775,11.0,17.0,0,120.0,56.1,4.3,9.9,136.0,101.0,805.0,7.825,3.0,39.0,42.775,71.075,5.65,28,9.0,0.0,26.0,115.0,0.0,26.0,1.1,9.7,0.0,1.0,0,4.0,38.5,16.0,4.4,12.8,2.9,16.0,10.0,87.0,8.7,0.0,2.0,37.5,62.5,5.4,True,1,"$2,800,000",$0
Ricky Williams,147.0,83.0,2431.0,10009.0,66.0,2.1727272727272724,16.7,52.0,91.0,0,508.0,46.0,3.9818181818181815,15.97272727272727,466.0,342.0,2606.0,7.3,8.0,107.0,44.2,73.22,5.36,34,16.0,0.0,108.0,444.0,2.0,18.0,0.8,5.2,2.0,4.0,0,20.0,48.1,28.0,4.1,27.8,6.8,20.0,13.0,83.0,6.4,0.0,6.0,55.0,65.0,4.2,False,0,0,0
Ronnie Brown,92.0,73.0,1170.0,4951.0,37.0,2.2857142857142856,19.17142857142857,14.0,41.0,0,263.0,46.457142857142856,4.185714285714286,13.442857142857141,239.0,184.0,1491.0,7.95,2.0,71.0,42.65714285714286,66.15714285714286,5.3,33,10.0,0.0,20.0,63.0,0.0,24.0,0.5,4.4,0.0,1.0,0,5.0,50.0,11.0,3.2,6.3,2.0,8.0,5.0,44.0,8.8,0.0,1.0,37.5,62.5,5.5,True,1,"$1,000,000",$0
Ryan Grant,63.0,52.0,924.0,4016.0,25.0,1.2,9.440000000000001,7.0,38.0,0,185.0,43.260000000000005,4.64,13.3,113.0,92.0,726.0,8.3,2.0,31.0,53.025000000000006,81.35,6.75,30,5.0,1.0,32.0,132.0,2.0,34.0,0.2,6.8,1.0,1.0,0,8.0,37.5,18.0,4.1,26.4,6.4,2.0,1.0,34.0,34.0,0.0,1.0,50.0,50.0,17.0,True,1,"$750,000",$0
Ryan Grant,63.0,52.0,924.0,4016.0,25.0,1.2,9.440000000000001,7.0,38.0,0,185.0,43.260000000000005,4.64,13.3,113.0,92.0,726.0,8.3,2.0,31.0,53.025000000000006,81.35,6.75,30,5.0,1.0,32.0,132.0,2.0,34.0,0.2,6.8,1.0,1.0,0,8.0,37.5,18.0,4.1,26.4,6.4,2.0,1.0,34.0,34.0,0.0,1.0,50.0,50.0,17.0,True,1,"$700,001",$0
Ryan Torain,20.0,13.0,238.0,1011.0,6.0,0.8666666666666667,5.133333333333334,3.0,5.0,0,44.0,47.6,4.166666666666667,10.433333333333332,36.0,24.0,148.0,5.35,2.0,6.0,37.0,66.7,3.5999999999999996,26,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,True,1,$0,$0
Sammy Morris,144.0,37.0,736.0,3053.0,26.0,1.2750000000000001,8.950000000000001,12.0,32.0,0,192.0,43.833333333333336,3.775,6.091666666666666,231.0,166.0,1258.0,7.825,1.0,53.0,41.21666666666667,71.95833333333333,5.591666666666666,34,3.0,0.0,28.0,98.0,0.0,9.0,1.7,4.3,0.0,1.0,0,7.0,42.9,15.0,3.5,32.7,9.3,7.0,5.0,13.0,2.6,0.0,0.0,14.3,71.4,1.9,False,0,0,0
Steve Slaton,45.0,26.0,442.0,1896.0,13.0,1.975,15.725,10.0,21.0,0,96.0,40.45,4.125,8.575,122.0,100.0,808.0,5.425,5.0,35.0,37.25,78.675,4.4,25,6.0,0.0,24.0,84.0,1.0,6.0,0.5,0.5,0.0,0.0,0,3.0,37.5,28.0,3.5,14.0,4.0,4.0,3.0,3.0,1.0,0.0,0.0,25.0,75.0,0.8,True,1,"$700,000",$0
Steve Slaton,45.0,26.0,442.0,1896.0,13.0,1.975,15.725,10.0,21.0,0,96.0,40.45,4.125,8.575,122.0,100.0,808.0,5.425,5.0,35.0,37.25,78.675,4.4,25,6.0,0.0,24.0,84.0,1.0,6.0,0.5,0.5,0.0,0.0,0,3.0,37.5,28.0,3.5,14.0,4.0,4.0,3.0,3.0,1.0,0.0,0.0,25.0,75.0,0.8,True,1,"$700,000",$0
Tashard Choice,61.0,4.0,279.0,1216.0,9.0,1.2000000000000002,9.05,4.0,12.0,0,67.0,43.575,4.25,4.575,104.0,72.0,550.0,7.625,0.0,20.0,34.325,69.7,5.325,29,15.0,0.0,46.0,170.0,0.0,5.0,0.3,1.0,0.0,1.0,0,8.0,47.8,20.0,3.7,11.3,3.1,9.0,5.0,15.0,3.0,0.0,1.0,22.2,55.6,1.7,True,1,"$700,000",$0
Thomas Clayton,6.0,0.0,15.0,29.0,0.0,0.15,0.5,0.0,0.0,0,2.0,39.3,1.95,2.5,1.0,1.0,3.0,3.0,0.0,0.0,0.0,100.0,3.0,27,3.0,0.0,8.0,12.0,0.0,3.0,0.3,1.0,0.0,0.0,0,1.0,50.0,4.0,1.5,4.0,2.7,1.0,1.0,3.0,3.0,0.0,0.0,0.0,100.0,3.0,False,0,0,0
