Name,G,GS,Rushing_Att,Rushing_Yds,Rushing_TD,Receiving_R/G,Receiving_Y/G,Fmb,AV,Awards,Rushing_1D,Rushing_Succ%,Rushing_Y/A,Rushing_A/G,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_1D,Receiving_Succ%,Receiving_Ctch%,Receiving_Y/Tgt,Age,G_last_season,GS_last_season,Rushing_Att_last_season,Rushing_Yds_last_season,Rushing_TD_last_season,Receiving_Lng,Receiving_R/G_last_season,Receiving_Y/G_last_season,Fmb_last_season,AV_last_season,Awards_last_season,Rushing_1D_last_season,Rushing_Succ%_last_season,Rushing_Lng,Rushing_Y/A_last_season,Rushing_Y/G,Rushing_A/G_last_season,Receiving_Tgt_last_season,Receiving_Rec_last_season,Receiving_Yds_last_season,Receiving_Y/R_last_season,Receiving_TD_last_season,Receiving_1D_last_season,Receiving_Succ%_last_season,Receiving_Ctch%_last_season,Receiving_Y/Tgt_last_season,Signed,Years,Value,Total_GTD
Cordarrelle Patterson,170.0,60.0,514.0,2511.0,22.0,1.736363636363636,16.172727272727272,12.0,49.0,0,125.0,58.53636363636363,6.845454545454545,3.1727272727272724,440.0,298.0,2795.0,8.345454545454546,16.0,132.0,44.6,72.50909090909092,5.881818181818182,33,13.0,1.0,32.0,135.0,0.0,20.0,0.9,6.2,1.0,2.0,0,7.0,43.8,14.0,4.2,10.4,2.5,14.0,12.0,80.0,6.7,1.0,5.0,50.0,85.7,5.7,True,2,"$6,000,000","$1,900,000"
D'Andre Swift,56.0,31.0,593.0,2729.0,23.0,3.525,25.875,9.0,31.0,0,130.0,48.1,4.699999999999999,10.45,254.0,195.0,1412.0,7.175,8.0,58.0,44.4,77.1,5.525,25,17.0,17.0,253.0,959.0,6.0,42.0,2.5,22.7,2.0,8.0,0,43.0,43.9,56.0,3.8,56.4,14.9,52.0,42.0,386.0,9.2,0.0,12.0,51.9,80.8,7.4,True,3,"$24,000,000","$15,300,000"
D'Onta Foreman,52.0,21.0,552.0,2326.0,14.0,0.8833333333333333,10.15,7.0,17.0,0,110.0,38.583333333333336,3.516666666666667,9.549999999999999,47.0,34.0,342.0,9.783333333333333,3.0,19.0,66.86666666666666,80.2,8.049999999999999,28,11.0,3.0,71.0,232.0,0.0,16.0,0.5,4.9,2.0,1.0,0,10.0,39.4,25.0,3.3,21.1,6.5,8.0,6.0,54.0,9.0,0.0,1.0,37.5,75.0,6.8,True,1,"$1,292,500","$335,000"
Damien Harris,44.0,34.0,472.0,2188.0,21.0,0.7,5.1,3.0,17.0,0,117.0,44.36,4.220000000000001,8.52,53.0,42.0,297.0,7.85,0.0,12.0,40.625,82.75,6.475,26,6.0,0.0,23.0,94.0,1.0,13.0,0.3,2.7,0.0,1.0,0,9.0,65.2,11.0,4.1,15.7,3.8,2.0,2.0,16.0,8.0,0.0,0.0,0.0,100.0,8.0,False,0,0,0
Dare Ogunbowale,80.0,8.0,136.0,457.0,4.0,0.7285714285714286,5.157142857142857,2.0,5.0,0,26.0,38.3,3.3,1.2428571428571427,120.0,80.0,576.0,7.32,1.0,26.0,26.72,58.7,4.180000000000001,30,17.0,1.0,30.0,112.0,0.0,31.0,1.1,11.6,0.0,2.0,0,5.0,36.7,35.0,3.7,6.6,1.8,28.0,19.0,198.0,10.4,1.0,8.0,35.7,67.9,7.1,True,1,"$1,500,000","$175,000"
DeeJay Dallas,61.0,2.0,112.0,468.0,4.0,1.025,6.75,4.0,6.0,0,30.0,58.7,4.075,1.9,71.0,61.0,396.0,6.125,1.0,15.0,45.125,83.125,5.225,26,17.0,0.0,9.0,49.0,0.0,5.0,0.2,0.6,1.0,1.0,0,4.0,66.7,22.0,5.4,2.9,0.5,3.0,3.0,11.0,3.7,1.0,1.0,33.3,100.0,3.7,True,3,"$8,250,000","$2,395,000"
Deon Jackson,29.0,3.0,95.0,283.0,2.0,1.0666666666666667,5.533333333333334,3.0,3.0,0,16.0,27.766666666666666,2.3333333333333335,3.0666666666666664,40.0,35.0,223.0,4.9,1.0,10.0,40.2,85.75,4.199999999999999,24,4.0,1.0,14.0,16.0,0.0,8.0,1.3,3.5,2.0,0.0,0,1.0,14.3,7.0,1.1,4.0,3.5,6.0,5.0,14.0,2.8,0.0,0.0,33.3,83.3,2.3,True,0,$0,$0
Derrick Henry,119.0,88.0,2030.0,9502.0,90.0,1.3625,12.674999999999999,17.0,73.0,0,467.0,49.1875,4.625,17.65,202.0,155.0,1458.0,9.4,3.0,46.0,50.0,77.4125,7.275,30,17.0,17.0,325.0,1921.0,16.0,27.0,1.1,11.4,3.0,16.0,0,94.0,58.8,87.0,5.9,113.0,19.1,22.0,19.0,193.0,10.2,2.0,11.0,68.2,86.4,8.8,True,2,"$16,000,000","$9,000,000"
Devin Singletary,78.0,66.0,888.0,4049.0,20.0,2.2800000000000002,15.059999999999999,14.0,37.0,0,205.0,48.78,4.58,11.459999999999999,231.0,175.0,1164.0,6.659999999999999,4.0,46.0,44.779999999999994,75.74,5.04,27,15.0,5.0,113.0,437.0,4.0,23.0,1.4,7.9,2.0,3.0,0,24.0,47.8,43.0,3.9,29.1,7.5,24.0,21.0,119.0,5.7,0.0,4.0,45.8,87.5,5.0,True,3,"$16,500,000","$9,500,000"
Eno Benjamin,24.0,3.0,111.0,431.0,3.0,1.2,8.8,0.0,4.0,0,18.0,44.0,3.8,4.449999999999999,41.0,31.0,235.0,7.35,0.0,14.0,57.75,79.6,5.85,23,15.0,3.0,77.0,313.0,2.0,22.0,1.7,12.9,0.0,3.0,0,14.0,46.8,45.0,4.1,20.9,5.1,34.0,25.0,193.0,7.7,0.0,10.0,44.1,73.5,5.7,False,0,0,0
Ezekiel Elliott,120.0,107.0,2065.0,8904.0,71.0,2.95,22.3875,24.0,77.0,0,506.0,50.875,4.2375,17.65,467.0,356.0,2649.0,7.6125,14.0,113.0,41.0375,75.7,5.7875,29,15.0,2.0,74.0,226.0,3.0,15.0,0.8,4.6,1.0,2.0,0,14.0,43.2,11.0,3.1,15.1,4.9,15.0,12.0,69.0,5.8,0.0,3.0,46.7,80.0,4.6,True,1,"$2,000,000","$1,625,000"
Gus Edwards,69.0,26.0,699.0,3395.0,26.0,0.38,4.659999999999999,7.0,27.0,0,207.0,57.760000000000005,4.92,10.22,37.0,30.0,374.0,11.425,0.0,12.0,58.879999999999995,72.3,8.02,29,11.0,6.0,101.0,365.0,4.0,3.0,0.3,0.5,0.0,2.0,0,17.0,49.5,43.0,3.6,33.2,9.2,5.0,3.0,6.0,2.0,0.0,0.0,0.0,60.0,1.2,True,2,"$6,500,000","$3,375,000"
Jerick McKinnon,116.0,18.0,660.0,2650.0,14.0,2.3,17.0625,4.0,36.0,0,119.0,44.7875,4.15,5.7,360.0,269.0,2048.0,7.5125,20.0,109.0,43.2625,73.5125,5.55,31,12.0,0.0,21.0,60.0,1.0,27.0,2.1,16.0,0.0,2.0,0,7.0,47.6,10.0,2.9,5.0,1.8,32.0,25.0,192.0,7.7,4.0,10.0,43.8,78.1,6.0,False,0,0,0
Josh Jacobs,73.0,72.0,1305.0,5545.0,46.0,2.6399999999999997,19.64,11.0,44.0,0,286.0,51.220000000000006,4.220000000000001,17.84,254.0,197.0,1448.0,7.4799999999999995,0.0,62.0,51.160000000000004,76.62,5.720000000000001,26,17.0,17.0,301.0,1329.0,15.0,49.0,2.1,20.1,4.0,12.0,0,73.0,52.2,38.0,4.4,78.2,17.7,43.0,36.0,342.0,9.5,1.0,15.0,53.5,83.7,8.0,True,4,"$48,000,000","$12,500,000"
Julius Chestnut,9.0,0.0,9.0,12.0,0.0,0.25,3.4,0.0,0.0,0,1.0,33.3,1.3,0.75,3.0,3.0,41.0,13.7,0.0,1.0,66.7,100.0,13.7,24,17.0,0.0,22.0,102.0,0.0,9.0,0.1,0.6,0.0,1.0,0,2.0,45.5,12.0,4.6,6.0,1.3,3.0,2.0,11.0,5.5,0.0,0.0,33.3,66.7,3.7,True,1,$0,$0
Kareem Hunt,91.0,38.0,1030.0,4436.0,40.0,2.657142857142857,22.457142857142856,5.0,50.0,0,251.0,48.357142857142854,4.228571428571429,11.042857142857143,285.0,226.0,1890.0,8.328571428571427,17.0,95.0,49.699999999999996,78.48571428571428,6.528571428571429,29,13.0,8.0,200.0,728.0,7.0,26.0,1.8,13.5,0.0,5.0,0,42.0,55.5,20.0,3.6,56.0,15.4,32.0,23.0,176.0,7.7,0.0,10.0,53.1,71.9,5.5,False,0,0,0
La'Mical Perine,17.0,1.0,94.0,340.0,2.0,0.7000000000000001,5.766666666666667,0.0,3.0,0,22.0,36.56666666666666,3.6666666666666665,5.233333333333333,20.0,14.0,96.0,8.35,0.0,4.0,33.35,66.65,5.4,25,3.0,1.0,22.0,77.0,0.0,25.0,1.0,11.0,0.0,1.0,0,3.0,40.9,10.0,3.5,25.7,7.3,5.0,3.0,33.0,11.0,0.0,1.0,20.0,60.0,6.6,True,1,"$1,055,000",$0
Latavius Murray,151.0,80.0,1560.0,6552.0,59.0,1.59,10.75,11.0,54.0,0,366.0,49.95,4.25,10.370000000000001,301.0,239.0,1620.0,6.94,2.0,64.0,44.35,79.97,5.55,33,16.0,4.0,79.0,300.0,4.0,22.0,1.1,7.4,1.0,3.0,0,27.0,57.0,29.0,3.8,18.8,4.9,22.0,17.0,119.0,7.0,0.0,7.0,45.5,77.3,5.4,False,0,0,0
Marlon Mack,55.0,23.0,583.0,2568.0,21.0,1.3666666666666665,12.383333333333333,3.0,21.0,0,149.0,54.46666666666666,4.716666666666667,8.533333333333333,94.0,65.0,547.0,8.183333333333334,3.0,18.0,44.88333333333333,71.89999999999999,6.183333333333334,26,8.0,0.0,16.0,84.0,1.0,66.0,1.0,12.4,0.0,1.0,0,4.0,75.0,17.0,5.3,10.5,2.0,10.0,8.0,99.0,12.4,1.0,2.0,40.0,80.0,9.9,False,0,0,0
Matt Breida,98.0,24.0,575.0,2652.0,9.0,1.2142857142857142,9.6,8.0,25.0,0,118.0,48.642857142857146,4.385714285714285,5.885714285714286,154.0,120.0,935.0,8.1,6.0,43.0,47.68571428571429,80.08571428571429,6.485714285714286,28,17.0,4.0,55.0,151.0,1.0,22.0,1.0,5.2,1.0,1.0,0,7.0,34.5,9.0,2.7,8.9,3.2,21.0,17.0,88.0,5.2,0.0,2.0,19.0,81.0,4.2,True,0,$0,$0
Matt Breida,98.0,24.0,575.0,2652.0,9.0,1.2142857142857142,9.6,8.0,25.0,0,118.0,48.642857142857146,4.385714285714285,5.885714285714286,154.0,120.0,935.0,8.1,6.0,43.0,47.68571428571429,80.08571428571429,6.485714285714286,28,17.0,4.0,55.0,151.0,1.0,22.0,1.0,5.2,1.0,1.0,0,7.0,34.5,9.0,2.7,8.9,3.2,21.0,17.0,88.0,5.2,0.0,2.0,19.0,81.0,4.2,False,0,0,0
Rashaad Penny,45.0,11.0,348.0,1951.0,13.0,0.5166666666666667,3.9000000000000004,2.0,14.0,0,79.0,47.449999999999996,4.8500000000000005,7.216666666666666,37.0,28.0,227.0,7.140000000000001,1.0,11.0,55.4,80.53999999999999,5.6,27,3.0,0.0,11.0,33.0,0.0,5.0,0.3,1.7,0.0,0.0,0,1.0,45.5,7.0,3.0,11.0,3.7,1.0,1.0,5.0,5.0,0.0,0.0,100.0,100.0,5.0,True,1,"$1,292,500",$0
Rico Dowdle,36.0,0.0,96.0,385.0,2.0,0.3666666666666667,3.0,0.0,4.0,0,18.0,45.05,3.75,2.033333333333333,22.0,17.0,144.0,8.5,2.0,6.0,40.9,77.3,6.5,26,16.0,15.0,235.0,1079.0,2.0,22.0,2.4,15.6,3.0,8.0,0,53.0,53.6,27.0,4.6,67.4,14.7,49.0,39.0,249.0,6.4,3.0,13.0,53.1,79.6,5.1,True,1,"$1,255,000","$200,000"
Salvon Ahmed,38.0,4.0,163.0,593.0,5.0,1.225,7.925,0.0,5.0,0,33.0,49.925000000000004,3.8,5.2,57.0,40.0,274.0,7.2,1.0,10.0,55.550000000000004,77.85,5.6,25,8.0,0.0,22.0,61.0,1.0,20.0,2.0,11.0,0.0,1.0,0,3.0,36.4,10.0,2.8,7.6,2.8,23.0,16.0,88.0,5.5,1.0,4.0,30.4,69.6,3.8,True,1,"$1,292,500",$0
Salvon Ahmed,38.0,4.0,163.0,593.0,5.0,1.225,7.925,0.0,5.0,0,33.0,49.925000000000004,3.8,5.2,57.0,40.0,274.0,7.2,1.0,10.0,55.550000000000004,77.85,5.6,25,8.0,0.0,22.0,61.0,1.0,20.0,2.0,11.0,0.0,1.0,0,3.0,36.4,10.0,2.8,7.6,2.8,23.0,16.0,88.0,5.5,1.0,4.0,30.4,69.6,3.8,True,1,"$1,292,500",$0
Saquon Barkley,74.0,74.0,1201.0,5211.0,35.0,3.733333333333333,28.349999999999998,6.0,46.0,0,236.0,39.833333333333336,3.9,15.166666666666666,396.0,288.0,2100.0,7.566666666666666,12.0,86.0,39.15,71.38333333333334,5.3999999999999995,27,16.0,16.0,345.0,2005.0,13.0,43.0,2.1,17.4,2.0,18.0,0,82.0,52.5,72.0,5.8,125.3,21.6,43.0,33.0,278.0,8.4,2.0,12.0,44.2,76.7,6.5,True,3,"$37,750,000","$26,000,000"
Tarik Cohen,51.0,22.0,264.0,1101.0,5.0,3.6500000000000004,27.4,13.0,22.0,0,57.0,45.925,4.35,5.075,275.0,209.0,1575.0,7.375,9.0,57.0,39.825,73.825,5.5,25,3.0,0.0,14.0,74.0,0.0,20.0,2.0,13.7,0.0,1.0,0,3.0,50.0,17.0,5.3,24.7,4.7,9.0,6.0,41.0,6.8,0.0,1.0,33.3,66.7,4.6,True,1,"$1,125,000",$0
Tony Pollard,79.0,23.0,762.0,3621.0,23.0,2.2,16.64,6.0,37.0,0,181.0,49.4,4.86,9.52,228.0,176.0,1319.0,7.56,5.0,58.0,46.36,76.56,5.76,27,16.0,16.0,260.0,1079.0,5.0,30.0,2.6,14.9,2.0,7.0,0,53.0,47.7,41.0,4.2,67.4,16.3,57.0,41.0,238.0,5.8,0.0,9.0,29.8,71.9,4.2,True,3,"$21,000,000","$10,490,000"
Trey Sermon,25.0,2.0,78.0,346.0,1.0,0.16666666666666666,1.2666666666666666,0.0,2.0,0,18.0,67.26666666666667,6.066666666666666,2.6999999999999997,10.0,6.0,39.0,6.5,0.0,1.0,29.15,62.5,4.35,25,17.0,3.0,56.0,159.0,2.0,14.0,0.9,5.8,0.0,2.0,0,14.0,44.6,17.0,2.8,9.4,3.3,19.0,16.0,99.0,6.2,0.0,3.0,31.6,84.2,5.2,True,1,"$1,055,000",$0
Ty Johnson,72.0,6.0,238.0,1057.0,4.0,1.2399999999999998,9.82,4.0,11.0,0,48.0,49.12,4.5200000000000005,3.34,138.0,93.0,730.0,7.56,4.0,35.0,42.82,73.08,5.5200000000000005,27,17.0,1.0,41.0,213.0,1.0,41.0,1.1,16.7,0.0,5.0,0,13.0,65.9,19.0,5.2,12.5,2.4,25.0,18.0,284.0,15.8,3.0,14.0,60.0,72.0,11.4,True,1,"$1,292,500","$667,500"
Zack Moss,53.0,11.0,484.0,2076.0,14.0,1.4,9.8,3.0,17.0,0,113.0,49.1,4.275,9.075,100.0,75.0,523.0,6.5,4.0,29.0,45.575,76.825,4.925,27,8.0,6.0,74.0,242.0,2.0,21.0,2.9,23.4,2.0,3.0,0,13.0,36.5,16.0,3.3,30.3,9.3,27.0,23.0,187.0,8.1,1.0,11.0,63.0,85.2,6.9,True,2,"$8,000,000","$3,000,000"
