Name,G,GS,Rushing_Att,Rushing_Yds,Rushing_TD,Receiving_R/G,Receiving_Y/G,Fmb,AV,Awards,Rushing_1D,Rushing_Succ%,Rushing_Y/A,Rushing_A/G,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_1D,Receiving_Succ%,Receiving_Ctch%,Receiving_Y/Tgt,Age,G_last_season,GS_last_season,Rushing_Att_last_season,Rushing_Yds_last_season,Rushing_TD_last_season,Receiving_Lng,Receiving_R/G_last_season,Receiving_Y/G_last_season,Fmb_last_season,AV_last_season,Awards_last_season,Rushing_1D_last_season,Rushing_Succ%_last_season,Rushing_Lng,Rushing_Y/A_last_season,Rushing_Y/G,Rushing_A/G_last_season,Receiving_Tgt_last_season,Receiving_Rec_last_season,Receiving_Yds_last_season,Receiving_Y/R_last_season,Receiving_TD_last_season,Receiving_1D_last_season,Receiving_Succ%_last_season,Receiving_Ctch%_last_season,Receiving_Y/Tgt_last_season,Cap
Corey Clement,31.0,0.0,142.0,580.0,6.0,0.8666666666666667,8.4,6.0,6.0,0,34.0,45.6,4.05,3.6,40.0,32.0,315.0,10.5,2.0,16.0,54.65,77.35,7.949999999999999,29,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825000.0
D'Onta Foreman,11.0,1.0,85.0,326.0,2.0,1.3,18.15,3.0,2.0,0,13.0,19.85,2.0500000000000003,7.4,10.0,8.0,111.0,13.9,1.0,5.0,81.25,87.5,12.2,28,11.0,3.0,71.0,232.0,0.0,16.0,0.5,4.9,2.0,1.0,0,10.0,39.4,25.0,3.3,21.1,6.5,8.0,6.0,54.0,9.0,0.0,1.0,37.5,75.0,6.8,0.0
Dalyn Dawkins,4.0,0.0,11.0,26.0,0.0,0.0,0.0,0.0,0.0,0,2.0,36.4,2.4,2.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0,0.0,11.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,36.4,14.0,2.4,13.0,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dare Ogunbowale,20.0,0.0,11.0,17.0,2.0,0.7333333333333334,5.966666666666666,2.0,2.0,0,3.0,36.4,1.5,0.2333333333333333,46.0,35.0,286.0,8.2,0.0,14.0,45.7,76.1,6.2,30,17.0,1.0,30.0,112.0,0.0,31.0,1.1,11.6,0.0,2.0,0,5.0,36.7,35.0,3.7,6.6,1.8,28.0,19.0,198.0,10.4,1.0,8.0,35.7,67.9,7.1,0.0
Darius Jackson,4.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16.7,2.7,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,4.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16.7,4.0,2.7,4.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Sproles,183.0,31.0,732.0,3552.0,23.0,2.892857142857143,25.52857142857143,24.0,78.0,0,172.0,44.42142857142857,4.835714285714286,4.014285714285714,747.0,553.0,4840.0,8.128571428571428,32.0,221.0,41.535714285714285,72.72142857142858,5.914285714285714,36,6.0,1.0,17.0,66.0,0.0,7.0,1.0,4.0,1.0,1.0,0,3.0,41.2,17.0,3.9,11.0,2.8,10.0,6.0,24.0,4.0,0.0,1.0,20.0,60.0,2.4,0.0
David Fluellen,25.0,0.0,8.0,37.0,0.0,0.0,0.0,0.0,0.0,0,2.0,50.0,4.65,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Washington,55.0,5.0,282.0,1122.0,7.0,1.475,10.125,4.0,12.0,0,60.0,48.775,3.875,4.95,110.0,88.0,613.0,7.425,1.0,29.0,61.05,84.325,6.375,27,4.0,1.0,31.0,91.0,0.0,10.0,1.3,7.5,0.0,1.0,0,2.0,35.5,16.0,2.9,22.8,7.8,10.0,5.0,30.0,6.0,0.0,2.0,40.0,50.0,3.0,1047500.0
Derrius Guice,5.0,1.0,42.0,245.0,2.0,1.4,15.8,0.0,2.0,0,9.0,50.0,5.8,8.4,9.0,7.0,79.0,11.3,1.0,2.0,55.6,77.8,8.8,22,5.0,1.0,42.0,245.0,2.0,45.0,1.4,15.8,0.0,2.0,0,9.0,50.0,60.0,5.8,49.0,8.4,9.0,7.0,79.0,11.3,1.0,2.0,55.6,77.8,8.8,0.0
Devante Mays,8.0,0.0,4.0,1.0,0.0,0.4,0.0,2.0,0.0,0,0.0,0.0,0.3,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,23,8.0,0.0,4.0,1.0,0.0,0.0,0.4,0.0,2.0,0.0,0,0.0,0.0,2.0,0.3,0.1,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Devonta Freeman,77.0,59.0,951.0,3972.0,32.0,3.25,24.150000000000002,12.0,49.0,0,235.0,44.0,4.25,11.683333333333332,323.0,257.0,2015.0,7.383333333333333,11.0,86.0,45.949999999999996,78.63333333333333,5.8500000000000005,29,16.0,8.0,133.0,576.0,5.0,15.0,2.1,11.9,0.0,4.0,0,31.0,58.6,32.0,4.3,36.0,8.3,42.0,34.0,190.0,5.6,1.0,9.0,42.9,81.0,4.5,1350000.0
Devontae Booker,61.0,6.0,289.0,1103.0,6.0,1.75,14.65,7.0,12.0,0,55.0,36.025,4.3,4.8,143.0,105.0,872.0,8.6,1.0,31.0,42.25,72.25,6.2,29,16.0,4.0,145.0,593.0,2.0,41.0,2.5,16.8,0.0,5.0,0,31.0,44.1,31.0,4.1,37.1,9.1,45.0,40.0,268.0,6.7,1.0,11.0,51.1,88.9,6.0,1047500.0
Dexter Williams,4.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20.0,2.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,3.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,4.0,2.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Lewis,86.0,27.0,538.0,2310.0,11.0,2.157142857142857,17.142857142857142,6.0,32.0,0,117.0,48.82857142857143,4.442857142857143,6.2,211.0,172.0,1281.0,6.485714285714286,7.0,53.0,40.114285714285714,85.77142857142857,5.414285714285714,30,16.0,0.0,29.0,115.0,2.0,17.0,1.2,7.9,3.0,2.0,0,8.0,37.9,19.0,4.0,7.2,1.8,30.0,19.0,127.0,6.7,1.0,8.0,36.7,63.3,4.2,1550000.0
Dwayne Washington,46.0,2.0,145.0,523.0,1.0,0.325,2.1,0.0,4.0,0,21.0,40.675,4.575,3.525,18.0,13.0,82.0,6.3999999999999995,0.0,6.0,61.1,88.89999999999999,5.7,29,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047500.0
Elijah McGuire,24.0,5.0,180.0,591.0,4.0,1.75,17.6,4.0,6.0,0,29.0,33.3,3.3,8.5,57.0,36.0,370.0,10.3,2.0,20.0,46.95,63.35,6.5,24,8.0,3.0,92.0,276.0,3.0,20.0,2.4,24.1,2.0,3.0,0,15.0,35.9,34.0,3.0,34.5,11.5,31.0,19.0,193.0,10.2,1.0,10.0,51.6,61.3,6.2,0.0
Frank Gore,226.0,204.0,3548.0,15347.0,79.0,2.1333333333333333,17.826666666666664,45.0,129.0,0,699.0,44.34666666666667,4.3133333333333335,15.686666666666667,678.0,468.0,3896.0,8.453333333333333,18.0,157.0,43.50666666666667,69.08,5.833333333333333,37,15.0,14.0,187.0,653.0,2.0,9.0,1.1,5.9,1.0,4.0,0,32.0,44.9,17.0,3.5,43.5,12.5,19.0,16.0,89.0,5.6,0.0,3.0,68.4,84.2,4.7,1050000.0
Isaiah Crowell,77.0,51.0,880.0,3803.0,27.0,1.54,11.959999999999999,6.0,24.0,0,180.0,39.88,4.319999999999999,11.440000000000001,159.0,117.0,922.0,8.2,1.0,40.0,45.72,73.58,6.04,25,13.0,6.0,143.0,685.0,6.0,21.0,1.6,11.7,0.0,5.0,0,26.0,35.0,77.0,4.8,52.7,11.0,28.0,21.0,152.0,7.2,0.0,7.0,46.4,75.0,5.4,0.0
Javorius Allen,64.0,6.0,350.0,1285.0,9.0,1.7399999999999998,10.9,3.0,14.0,0,81.0,48.54,3.56,4.64,171.0,130.0,823.0,6.56,6.0,44.0,45.86,71.14,4.5600000000000005,28,10.0,0.0,10.0,36.0,1.0,9.0,0.1,0.9,0.0,0.0,0,3.0,60.0,19.0,3.6,3.6,1.0,2.0,1.0,9.0,9.0,0.0,0.0,50.0,50.0,4.5,0.0
Jeremy Hill,55.0,43.0,708.0,2898.0,29.0,1.1199999999999999,7.640000000000001,9.0,22.0,0,161.0,51.0,4.38,10.379999999999999,83.0,68.0,490.0,6.32,1.0,20.0,58.6,88.22,5.46,26,1.0,0.0,4.0,25.0,0.0,6.0,1.0,6.0,0.0,0.0,0,1.0,75.0,11.0,6.3,25.0,4.0,1.0,1.0,6.0,6.0,0.0,0.0,100.0,100.0,6.0,0.0
Jeremy McNichols,4.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1.0,50.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,17.0,1.0,55.0,261.0,4.0,10.0,0.5,1.6,0.0,2.0,0,15.0,58.2,28.0,4.7,15.4,3.2,12.0,9.0,27.0,3.0,0.0,1.0,25.0,75.0,2.3,0.0
John Kelly,8.0,0.0,30.0,83.0,0.0,0.25,3.4,0.0,1.0,0,6.0,37.0,2.85,3.8,3.0,2.0,27.0,13.5,0.0,1.0,66.7,66.7,9.0,28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Williams,23.0,1.0,79.0,329.0,2.0,0.3333333333333333,2.3,2.0,3.0,0,19.0,30.566666666666666,2.766666666666667,2.966666666666667,8.0,7.0,60.0,4.266666666666667,0.0,3.0,26.666666666666668,83.33333333333333,4.266666666666667,29,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910000.0
Jonathan Williams,23.0,1.0,79.0,329.0,2.0,0.3333333333333333,2.3,2.0,3.0,0,19.0,30.566666666666666,2.766666666666667,2.966666666666667,8.0,7.0,60.0,4.266666666666667,0.0,3.0,26.666666666666668,83.33333333333333,4.266666666666667,29,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-2.0,-2.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Howard,57.0,48.0,897.0,3895.0,30.0,1.4,10.924999999999999,5.0,26.0,0,219.0,46.575,4.35,15.4,122.0,82.0,637.0,7.4750000000000005,2.0,26.0,39.55,69.55000000000001,5.1,28,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4875000.0
Jordan Howard,57.0,48.0,897.0,3895.0,30.0,1.4,10.924999999999999,5.0,26.0,0,219.0,46.575,4.35,15.4,122.0,82.0,637.0,7.4750000000000005,2.0,26.0,39.55,69.55000000000001,5.1,28,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Scarlett,9.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,50.0,2.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalen Ballage,24.0,6.0,110.0,326.0,4.0,1.0,5.0,1.0,3.0,0,20.0,37.75,3.55,4.6,35.0,23.0,119.0,5.35,0.0,6.0,33.15,70.05,3.8499999999999996,26,17.0,0.0,12.0,36.0,0.0,6.0,0.1,0.5,0.0,0.0,0,2.0,41.7,13.0,3.0,2.1,0.7,7.0,2.0,8.0,4.0,0.0,0.0,14.3,28.6,1.1,0.0
Kenjon Barner,67.0,1.0,100.0,416.0,3.0,0.4166666666666667,2.0833333333333335,10.0,4.0,0,22.0,44.949999999999996,4.116666666666667,1.55,43.0,28.0,152.0,5.366666666666667,0.0,6.0,16.349999999999998,70.78333333333333,3.4499999999999997,32,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910000.0
Kenjon Barner,67.0,1.0,100.0,416.0,3.0,0.4166666666666667,2.0833333333333335,10.0,4.0,0,22.0,44.949999999999996,4.116666666666667,1.55,43.0,28.0,152.0,5.366666666666667,0.0,6.0,16.349999999999998,70.78333333333333,3.4499999999999997,32,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenneth Dixon,18.0,0.0,148.0,715.0,4.0,1.75,11.0,3.0,5.0,0,50.0,52.55,4.949999999999999,8.65,48.0,36.0,213.0,6.95,1.0,9.0,45.6,79.45,5.65,24,6.0,0.0,60.0,333.0,2.0,21.0,1.0,8.5,2.0,2.0,0,20.0,51.7,37.0,5.6,55.5,10.0,7.0,6.0,51.0,8.5,0.0,2.0,57.1,85.7,7.3,0.0
Lamar Miller,105.0,89.0,1354.0,5864.0,32.0,1.957142857142857,14.5,9.0,47.0,0,273.0,45.92857142857143,4.4,12.8,271.0,209.0,1565.0,7.328571428571428,8.0,69.0,46.68571428571429,76.54285714285713,5.6571428571428575,29,1.0,0.0,0.0,0.0,0.0,7.0,2.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,1.0,50.0,100.0,3.0,1050000.0
Lamar Miller,105.0,89.0,1354.0,5864.0,32.0,1.957142857142857,14.5,9.0,47.0,0,273.0,45.92857142857143,4.4,12.8,271.0,209.0,1565.0,7.328571428571428,8.0,69.0,46.68571428571429,76.54285714285713,5.6571428571428575,29,1.0,0.0,0.0,0.0,0.0,7.0,2.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,1.0,50.0,100.0,3.0,0.0
Lamar Miller,105.0,89.0,1354.0,5864.0,32.0,1.957142857142857,14.5,9.0,47.0,0,273.0,45.92857142857143,4.4,12.8,271.0,209.0,1565.0,7.328571428571428,8.0,69.0,46.68571428571429,76.54285714285713,5.6571428571428575,29,1.0,0.0,0.0,0.0,0.0,7.0,2.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,1.0,50.0,100.0,3.0,0.0
Le'Veon Bell,77.0,77.0,1474.0,6125.0,38.0,4.8500000000000005,38.75,9.0,65.0,0,332.0,46.51666666666667,4.2,19.2,475.0,378.0,3121.0,7.966666666666668,8.0,144.0,49.96666666666667,80.68333333333334,6.333333333333333,29,8.0,0.0,39.0,101.0,2.0,15.0,0.6,3.8,0.0,0.0,0,9.0,46.2,12.0,2.6,12.6,4.9,7.0,5.0,30.0,6.0,1.0,3.0,42.9,71.4,4.3,0.0
LeSean McCoy,160.0,141.0,2447.0,11071.0,73.0,3.1636363636363636,23.745454545454546,25.0,103.0,0,553.0,45.800000000000004,4.472727272727273,15.2,647.0,503.0,3797.0,7.454545454545454,16.0,182.0,46.5,77.2909090909091,5.745454545454546,32,10.0,0.0,10.0,31.0,0.0,15.0,1.5,10.1,0.0,1.0,0,2.0,40.0,14.0,3.1,3.1,1.0,19.0,15.0,101.0,6.7,0.0,3.0,15.8,78.9,5.3,1050000.0
Leonard Fournette,36.0,36.0,666.0,2631.0,17.0,3.5666666666666664,27.03333333333333,3.0,21.0,0,129.0,43.93333333333334,3.8333333333333335,18.3,174.0,134.0,1009.0,7.900000000000001,2.0,51.0,48.76666666666667,78.53333333333333,6.2,28,2.0,0.0,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,41.7,9.0,3.3,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0
Marcus Murphy,28.0,1.0,60.0,291.0,0.0,0.825,2.6,4.0,2.0,0,9.0,28.399999999999995,3.5666666666666664,2.95,22.0,14.0,36.0,2.966666666666667,0.0,3.0,23.7,85.96666666666665,2.6333333333333333,27,11.0,1.0,52.0,250.0,0.0,8.0,1.0,2.4,1.0,1.0,0,7.0,42.3,30.0,4.8,22.7,4.7,19.0,11.0,26.0,2.4,0.0,2.0,21.1,57.9,1.4,0.0
Marshawn Lynch,149.0,135.0,2453.0,10413.0,85.0,1.8083333333333333,13.475,27.0,90.0,0,535.0,45.525,4.058333333333334,15.975,391.0,287.0,2214.0,7.618181818181818,9.0,101.0,43.02727272727273,73.17272727272727,5.581818181818182,33,1.0,0.0,12.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,33.3,15.0,2.8,34.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melvin Gordon,67.0,62.0,1059.0,4240.0,36.0,3.38,28.24,14.0,42.0,0,183.0,36.6,4.04,15.7,298.0,224.0,1873.0,8.2,11.0,62.0,36.839999999999996,76.64000000000001,6.220000000000001,30,4.0,0.0,26.0,81.0,1.0,23.0,0.8,11.5,1.0,1.0,0,4.0,30.8,22.0,3.1,20.3,6.5,3.0,3.0,46.0,15.3,0.0,3.0,100.0,100.0,15.3,8000000.0
Peyton Barber,63.0,28.0,551.0,1987.0,15.0,0.9,5.5,4.0,13.0,0,99.0,44.724999999999994,3.7,8.675,78.0,57.0,349.0,6.125,2.0,13.0,46.25,75.8,4.675,27,10.0,1.0,55.0,212.0,2.0,23.0,1.0,6.7,2.0,2.0,0,12.0,47.3,27.0,3.9,21.2,5.5,13.0,10.0,67.0,6.7,0.0,3.0,30.8,76.9,5.2,1500000.0
Robert Turbin,82.0,4.0,355.0,1354.0,9.0,0.8875,6.4625,3.0,17.0,0,81.0,50.728571428571435,3.4714285714285715,3.5375,113.0,86.0,688.0,6.857142857142857,3.0,31.0,34.628571428571426,72.2,5.171428571428572,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rod Smith,55.0,2.0,101.0,364.0,5.0,0.42000000000000004,3.6799999999999997,0.0,5.0,0,27.0,48.333333333333336,3.1999999999999997,1.34,38.0,30.0,272.0,6.825,1.0,11.0,34.875,76.9,5.2,27,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rod Smith,55.0,2.0,101.0,364.0,5.0,0.42000000000000004,3.6799999999999997,0.0,5.0,0,27.0,48.333333333333336,3.1999999999999997,1.34,38.0,30.0,272.0,6.825,1.0,11.0,34.875,76.9,5.2,27,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senorise Perry,59.0,0.0,11.0,33.0,0.0,0.07500000000000001,0.05,0.0,0.0,0,2.0,25.0,2.4,0.2,3.0,3.0,3.0,1.0,0.0,0.0,0.0,100.0,1.0,29,7.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,100.0,6.0,4.5,1.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910000.0
Shaun Wilson,5.0,0.0,6.0,29.0,0.0,0.6,1.0,0.0,0.0,0,0.0,50.0,4.8,1.2,5.0,3.0,5.0,1.7,0.0,0.0,0.0,60.0,1.0,23,5.0,0.0,6.0,29.0,0.0,5.0,0.6,1.0,0.0,0.0,0,0.0,50.0,9.0,4.8,5.8,1.2,5.0,3.0,5.0,1.7,0.0,0.0,0.0,60.0,1.0,0.0
Spencer Ware,43.0,19.0,357.0,1631.0,11.0,1.22,11.379999999999999,5.0,18.0,0,88.0,49.160000000000004,4.2,6.58,78.0,64.0,698.0,7.475,2.0,27.0,35.55,84.25,6.05,28,3.0,1.0,17.0,51.0,0.0,18.0,1.7,7.3,1.0,1.0,0,3.0,64.7,6.0,3.0,17.0,5.7,7.0,5.0,22.0,4.4,0.0,1.0,28.6,71.4,3.1,0.0
Taiwan Jones,91.0,0.0,53.0,223.0,0.0,0.16666666666666666,2.3333333333333335,5.0,3.0,0,10.0,33.550000000000004,2.283333333333333,0.5,26.0,19.0,260.0,13.057142857142859,1.0,10.0,44.7875,70.15,8.65,35,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750000.0
